BW    288 #MHz
FRES  1 #MHz
DIAM 12
NBEAMS 36
BEAM lat50_log #prefix of beam file
FBAR 1320
TRES  1.7 #ms
SNRTHRESH 9.5
NFRB 5000
NORM_FRB 5000
TOBS 96.65 # days of 100% efficient operation
THRESH 0.99 #Jy ms to 1 ms burst [ 22 Jy ms / 24 antennas *sqrt{336/288} bandwidth factor]
KEY ID 	DM    	DMG     DMEG	Z	SNR	WIDTH
FRB 183   439.1  35    354.1  0.520    11.1    3.0 
FRB 184   909.5  35    824.5  0.333    15.5    2.0 
FRB 185   495.8  35    410.8  0.400    29.8    3.0 
FRB 186  1227.1  35   1142.1  1.325    14.5    3.0 
FRB 187  1000.7  35    915.7  0.460    10.9    2.0 
FRB 188   424.6  35    339.6  0.013    30.8    1.0 
FRB 189   670.1  35    585.1  0.769    12.0    3.0 
FRB 190   427.9  35    342.9  0.379    12.3    1.0 
FRB 191   830.7  35    745.7  0.632    13.3    1.0 
FRB 192   286.8  35    201.8  0.097    16.1    2.0 
FRB 193   348.4  35    263.4  0.173    25.4    4.0 
FRB 194   446.3  35    361.3  0.315     9.6    2.0 
FRB 195  1041.5  35    956.5  1.439     9.7    2.0 
FRB 196   963.7  35    878.7  1.364    10.8    3.0 
FRB 197   469.4  35    384.4  0.479    22.3    1.0 
FRB 198   817.2  35    732.2  0.377   146.2    3.0 
FRB 199   515.9  35    430.9  0.460    12.8    2.0 
FRB 200   411.6  35    326.6  0.317    22.0    1.0 
FRB 201   650.5  35    565.5  0.355    11.2    2.0 
FRB 202  1396.4  35   1311.4  0.770    23.5    1.0 
FRB 203   539.7  35    454.7  0.257    10.4    2.0 
FRB 204   609.8  35    524.8  0.807    12.2    2.0 
FRB 205   321.0  35    236.0  0.150    24.7    2.0 
FRB 206   641.0  35    556.0  0.544    18.5    3.0 
FRB 207   273.1  35    188.1  0.023     9.5    4.0 
FRB 208   464.5  35    379.5  0.638    10.8    2.0 
FRB 209   337.2  35    252.2  0.174    12.7    4.0 
FRB 210   377.3  35    292.3  0.349    16.6    2.0 
FRB 211   316.2  35    231.2  0.126   101.6    1.0 
FRB 212   181.9  35     96.9  0.117    10.6    2.0 
FRB 213   256.2  35    171.2  0.028     9.5    2.0 
FRB 214   818.7  35    733.7  0.329    26.2    2.0 
FRB 215   563.2  35    478.2  0.461    13.2    0.0 
FRB 216   754.3  35    669.3  0.293    12.4    1.0 
FRB 217   814.0  35    729.0  0.654    21.0    1.0 
FRB 218   506.8  35    421.8  0.442    21.4    1.0 
FRB 219   153.3  35     68.3  0.016     9.9    1.0 
FRB 220   531.7  35    446.7  0.419    19.6    2.0 
FRB 221  1068.6  35    983.6  1.273     9.6    2.0 
FRB 222  1213.8  35   1128.8  1.270    10.1    2.0 
FRB 223   868.6  35    783.6  0.378    18.8    3.0 
FRB 224   566.3  35    481.3  0.433    12.5    4.0 
FRB 225   234.9  35    149.9  0.022    38.6    3.0 
FRB 226   467.7  35    382.7  0.158    24.6    4.0 
FRB 227   892.3  35    807.3  1.188    16.7    3.0 
FRB 228   220.5  35    135.5  0.189    18.6    0.0 
FRB 229  2286.8  35   2201.8  0.067    28.3    2.0 
FRB 230   466.7  35    381.7  0.160    10.7    1.0 
FRB 231   333.1  35    248.1  0.265    28.9    3.0 
FRB 232   503.7  35    418.7  0.450    10.4    2.0 
FRB 233   662.0  35    577.0  0.563    12.9    1.0 
FRB 234   512.1  35    427.1  0.100    24.8    1.0 
FRB 235   313.9  35    228.9  0.350    16.1    1.0 
FRB 236   581.4  35    496.4  0.089    18.1    3.0 
FRB 237   437.7  35    352.7  0.431    17.1    6.0 
FRB 238   440.9  35    355.9  0.467    10.7    3.0 
FRB 239   580.2  35    495.2  0.321    12.0    2.0 
FRB 240   569.3  35    484.3  0.312    16.1    5.0 
FRB 241   272.6  35    187.6  0.015    82.9    2.0 
FRB 242   362.0  35    277.0  0.435    25.0    1.0 
FRB 243   467.7  35    382.7  0.439   115.2    1.0 
FRB 244   193.2  35    108.2  0.127    10.3    2.0 
FRB 245   804.4  35    719.4  0.169    10.3    1.0 
FRB 246   313.7  35    228.7  0.082    15.6    2.0 
FRB 247   899.8  35    814.8  0.612    45.3    2.0 
FRB 248   807.4  35    722.4  0.884     9.9    2.0 
FRB 249   481.4  35    396.4  0.633    13.8    2.0 
FRB 250   232.6  35    147.6  0.078    34.6    2.0 
FRB 251   402.7  35    317.7  0.293    14.2    2.0 
FRB 252  1015.5  35    930.5  0.059    56.4    3.0 
FRB 253   400.3  35    315.3  0.165    14.3    3.0 
FRB 254   330.5  35    245.5  0.386    15.6    3.0 
FRB 255   814.9  35    729.9  0.972    28.6    3.0 
FRB 256   643.1  35    558.1  0.460    10.9    3.0 
FRB 257  2470.2  35   2385.2  2.876    12.3    3.0 
FRB 258   615.6  35    530.6  0.575     9.5    0.0 
FRB 259   729.4  35    644.4  0.453    24.8    3.0 
FRB 260  1099.7  35   1014.7  1.279    15.7    2.0 
FRB 261  1035.0  35    950.0  0.732    17.4    2.0 
FRB 262  1071.8  35    986.8  0.955    11.6    1.0 
FRB 263   378.3  35    293.3  0.477    14.1    1.0 
FRB 264   868.6  35    783.6  0.072    68.6    2.0 
FRB 265   616.8  35    531.8  0.611    10.2    2.0 
FRB 266   374.2  35    289.2  0.226   491.3    1.0 
FRB 267   330.2  35    245.2  0.118    18.6    3.0 
FRB 268   540.2  35    455.2  0.182    12.9    4.0 
FRB 269   459.9  35    374.9  0.477    57.7    3.0 
FRB 270   293.9  35    208.9  0.273    11.4    4.0 
FRB 271   245.0  35    160.0  0.156    41.8    2.0 
FRB 272   296.6  35    211.6  0.180    13.4    1.0 
FRB 273   689.9  35    604.9  0.172    50.6    3.0 
FRB 274   218.4  35    133.4  0.173    25.5    2.0 
FRB 275   409.6  35    324.6  0.174    23.9    3.0 
FRB 276   619.0  35    534.0  0.507    19.9    1.0 
FRB 277   295.3  35    210.3  0.239   104.2    2.0 
FRB 278   555.3  35    470.3  0.287    14.0    2.0 
FRB 279   379.7  35    294.7  0.252   104.8    3.0 
FRB 280  1311.4  35   1226.4  1.420    11.4    5.0 
FRB 281   743.6  35    658.6  0.692    34.3    2.0 
FRB 282   666.0  35    581.0  0.867    14.6    2.0 
FRB 283   476.4  35    391.4  0.230    43.6    1.0 
FRB 284   663.7  35    578.7  0.876    18.1    2.0 
FRB 285   751.4  35    666.4  0.129     9.7    2.0 
FRB 286   503.3  35    418.3  0.319    17.7    1.0 
FRB 287   783.7  35    698.7  0.787    16.5    4.0 
FRB 288   304.4  35    219.4  0.173    13.6    3.0 
FRB 289   858.9  35    773.9  0.140    20.2    2.0 
FRB 290   698.8  35    613.8  0.110    53.8    3.0 
FRB 291   668.8  35    583.8  0.025    23.9    1.0 
FRB 292   338.3  35    253.3  0.178    15.3    3.0 
FRB 293   240.3  35    155.3  0.091    94.6    2.0 
FRB 294   338.8  35    253.8  0.296    26.5    2.0 
FRB 295  1342.3  35   1257.3  1.259    21.9    1.0 
FRB 296   741.5  35    656.5  0.915    14.6    3.0 
FRB 297   135.2  35     50.2  0.061    24.4    2.0 
FRB 298   758.4  35    673.4  0.570    17.5    0.0 
FRB 299   387.2  35    302.2  0.113    17.9    2.0 
FRB 300   254.9  35    169.9  0.145    16.5    2.0 
FRB 301   201.1  35    116.1  0.008    11.9    2.0 
FRB 302   835.7  35    750.7  0.882    10.0    3.0 
FRB 303   274.4  35    189.4  0.079    13.3    5.0 
FRB 304   709.5  35    624.5  0.749    10.4    2.0 
FRB 305   451.8  35    366.8  0.357   328.2    3.0 
FRB 306   459.9  35    374.9  0.254    11.2    3.0 
FRB 307   229.6  35    144.6  0.196    13.1    0.0 
FRB 308   544.2  35    459.2  0.080    27.4    3.0 
FRB 309   331.5  35    246.5  0.400    12.2    1.0 
FRB 310   623.6  35    538.6  0.692    17.0    2.0 
FRB 311   199.0  35    114.0  0.032    54.6    4.0 
FRB 312   406.6  35    321.6  0.214    15.1    2.0 
FRB 313   573.4  35    488.4  0.628    37.3    2.0 
FRB 314   958.8  35    873.8  0.430    15.0    2.0 
FRB 315   325.1  35    240.1  0.306    19.8    3.0 
FRB 316   932.5  35    847.5  0.262    13.4    3.0 
FRB 317   249.5  35    164.5  0.211     9.6    3.0 
FRB 318   275.1  35    190.1  0.059    36.7    3.0 
FRB 319   106.4  35     21.4  0.004    23.6    5.0 
FRB 320   229.1  35    144.1  0.183    10.4    3.0 
FRB 321   636.7  35    551.7  0.538    11.9    5.0 
FRB 322   315.0  35    230.0  0.332    20.4    2.0 
FRB 323   188.5  35    103.5  0.018     9.8    4.0 
FRB 324   307.3  35    222.3  0.040    11.3    5.0 
FRB 325   310.1  35    225.1  0.194    17.3    2.0 
FRB 326   806.7  35    721.7  0.844    24.9    2.0 
FRB 327   337.8  35    252.8  0.167    37.6    2.0 
FRB 328   720.6  35    635.6  0.346    10.3    1.0 
FRB 329   370.6  35    285.6  0.362   121.9    3.0 
FRB 330   245.8  35    160.8  0.130    50.1    2.0 
FRB 331   186.3  35    101.3  0.034    18.6    0.0 
FRB 332   628.1  35    543.1  0.255    10.4    1.0 
FRB 333   128.2  35     43.2  0.021    14.0    3.0 
FRB 334   383.6  35    298.6  0.306    10.7    3.0 
FRB 335  1241.9  35   1156.9  1.447    11.7    2.0 
FRB 336   615.5  35    530.5  0.203    34.0    0.0 
FRB 337   244.0  35    159.0  0.151    47.9    3.0 
FRB 338   215.6  35    130.6  0.051    59.9    2.0 
FRB 339   669.6  35    584.6  0.552    10.0    1.0 
FRB 340   732.1  35    647.1  0.334    12.9    3.0 
FRB 341   332.2  35    247.2  0.152    28.5    0.0 
FRB 342  1467.8  35   1382.8  1.211    10.8    4.0 
FRB 343   593.0  35    508.0  0.524    12.0    0.0 
FRB 344  1010.6  35    925.6  1.167    19.1    2.0 
FRB 345   466.4  35    381.4  0.283    42.7    1.0 
FRB 346   651.1  35    566.1  0.528    11.3    3.0 
FRB 347   476.3  35    391.3  0.425    10.9    2.0 
FRB 348   518.6  35    433.6  0.451     9.8    0.0 
FRB 349   418.4  35    333.4  0.379    16.4    3.0 
FRB 350   296.9  35    211.9  0.053    23.5    1.0 
FRB 351   744.4  35    659.4  0.492    12.1    3.0 
FRB 352   432.7  35    347.7  0.362    57.2    1.0 
FRB 353   534.1  35    449.1  0.193    39.9    2.0 
FRB 354   730.8  35    645.8  0.425    25.4    2.0 
FRB 355   229.7  35    144.7  0.165   236.9    2.0 
FRB 356   320.6  35    235.6  0.240    24.1    3.0 
FRB 357   801.1  35    716.1  1.015    23.7    1.0 
FRB 358   494.8  35    409.8  0.479    10.9    2.0 
FRB 359   486.3  35    401.3  0.031    19.2    3.0 
FRB 360   746.6  35    661.6  0.770    10.1    3.0 
FRB 361   443.2  35    358.2  0.492    33.9    3.0 
FRB 362   529.7  35    444.7  0.500    10.6    1.0 
FRB 363   561.1  35    476.1  0.359    15.6    4.0 
FRB 364   143.2  35     58.2  0.074    10.3    2.0 
FRB 365   659.1  35    574.1  0.584    55.9    2.0 
FRB 366   784.5  35    699.5  1.070    15.4    2.0 
FRB 367   655.3  35    570.3  0.812    10.8    3.0 
FRB 368   627.8  35    542.8  0.304    20.4    0.0 
FRB 369  1451.6  35   1366.6  1.643    12.3    2.0 
FRB 370   470.8  35    385.8  0.386    28.2    3.0 
FRB 371  1046.1  35    961.1  0.247    12.6    4.0 
FRB 372  1343.5  35   1258.5  1.017    16.6    3.0 
FRB 373   548.7  35    463.7  0.694    12.8    3.0 
FRB 374   929.6  35    844.6  0.690    22.6    3.0 
FRB 375   195.4  35    110.4  0.053    51.2    3.0 
FRB 376   386.8  35    301.8  0.125    12.8    4.0 
FRB 377   370.5  35    285.5  0.388    17.7    3.0 
FRB 378   283.8  35    198.8  0.120    11.0    2.0 
FRB 379   430.7  35    345.7  0.236    37.1    1.0 
FRB 380  1032.4  35    947.4  1.266    13.7    3.0 
FRB 381   138.9  35     53.9  0.036    11.4    1.0 
FRB 382   719.4  35    634.4  0.299    14.0    4.0 
FRB 383   703.4  35    618.4  0.190    20.9    2.0 
FRB 384  1565.7  35   1480.7  1.734    10.2    3.0 
FRB 385   104.7  35     19.7  0.005    19.2    1.0 
FRB 386  2140.6  35   2055.6  1.351    12.7    3.0 
FRB 387  1058.0  35    973.0  0.846    17.7    5.0 
FRB 388   961.8  35    876.8  1.126    10.9    2.0 
FRB 389   421.3  35    336.3  0.216    97.0    2.0 
FRB 390   301.1  35    216.1  0.295    12.0    1.0 
FRB 391   886.9  35    801.9  0.184    19.4    1.0 
FRB 392   773.8  35    688.8  0.332     9.6    3.0 
FRB 393   777.1  35    692.1  0.960    11.0    3.0 
FRB 394   342.5  35    257.5  0.158    12.4    3.0 
FRB 395   651.3  35    566.3  0.337   149.0    2.0 
FRB 396   630.7  35    545.7  0.483    11.2    2.0 
FRB 397   982.8  35    897.8  1.032    20.5    2.0 
FRB 398  1190.3  35   1105.3  0.567     9.9    1.0 
FRB 399   500.9  35    415.9  0.543    42.7    1.0 
FRB 400   427.3  35    342.3  0.247    10.5    4.0 
FRB 401   577.1  35    492.1  0.275    13.8    2.0 
FRB 402   929.2  35    844.2  0.522    18.1    4.0 
FRB 403   780.6  35    695.6  0.840    11.3    0.0 
FRB 404   512.4  35    427.4  0.535    94.4    1.0 
FRB 405   550.3  35    465.3  0.662    13.8    3.0 
FRB 406   970.2  35    885.2  0.126    24.5    3.0 
FRB 407   456.8  35    371.8  0.519    17.2    4.0 
FRB 408   650.4  35    565.4  0.437    10.6    3.0 
FRB 409   324.2  35    239.2  0.082    11.5    0.0 
FRB 410   444.9  35    359.9  0.371    32.9    0.0 
FRB 411   554.6  35    469.6  0.323    30.1    3.0 
FRB 412   382.3  35    297.3  0.224    35.1    4.0 
FRB 413   424.0  35    339.0  0.357    53.1    3.0 
FRB 414   526.7  35    441.7  0.416    10.3    2.0 
FRB 415   848.1  35    763.1  0.825     9.9    4.0 
FRB 416   739.2  35    654.2  0.660    11.8    2.0 
FRB 417   234.0  35    149.0  0.068   143.2    1.0 
FRB 418   860.4  35    775.4  0.441    10.7    1.0 
FRB 419   217.1  35    132.1  0.214    24.6    2.0 
FRB 420  1118.4  35   1033.4  1.368    25.4    2.0 
FRB 421   476.4  35    391.4  0.513    13.0    5.0 
FRB 422   198.8  35    113.8  0.016    16.4    3.0 
FRB 423   812.4  35    727.4  0.852    23.0    3.0 
FRB 424   809.6  35    724.6  0.938    11.1    2.0 
FRB 425   484.3  35    399.3  0.503    10.4    3.0 
FRB 426   215.8  35    130.8  0.096    20.8    4.0 
FRB 427   778.2  35    693.2  0.785    20.2    3.0 
FRB 428   395.5  35    310.5  0.299    14.8    2.0 
FRB 429   521.1  35    436.1  0.433    11.5    2.0 
FRB 430   574.8  35    489.8  0.362    13.3    3.0 
FRB 431   384.0  35    299.0  0.278    23.2    2.0 
FRB 432   346.9  35    261.9  0.256     9.7    3.0 
FRB 433   409.3  35    324.3  0.083    25.4    2.0 
FRB 434   373.5  35    288.5  0.304    55.7    0.0 
FRB 435   987.4  35    902.4  0.973    13.9    2.0 
FRB 436   673.9  35    588.9  0.435     9.9    4.0 
FRB 437   445.8  35    360.8  0.228    61.4    4.0 
FRB 438   240.7  35    155.7  0.133    10.0    2.0 
FRB 439   163.3  35     78.3  0.007    11.8    2.0 
FRB 440   257.5  35    172.5  0.169    50.1    3.0 
FRB 441  1031.8  35    946.8  1.250    15.9    1.0 
FRB 442   612.5  35    527.5  0.491    12.1    4.0 
FRB 443   348.8  35    263.8  0.248    28.7    3.0 
FRB 444   130.2  35     45.2  0.031    17.2    0.0 
FRB 445   407.6  35    322.6  0.310    44.6    1.0 
FRB 446   431.9  35    346.9  0.389    10.4    3.0 
FRB 447   479.5  35    394.5  0.052    55.0    3.0 
FRB 448   525.8  35    440.8  0.124    16.6    4.0 
FRB 449   103.1  35     18.1  0.011    14.7    3.0 
FRB 450   472.8  35    387.8  0.421     9.7    1.0 
FRB 451   229.9  35    144.9  0.144    24.2    2.0 
FRB 452   197.2  35    112.2  0.075    21.1    2.0 
FRB 453   337.9  35    252.9  0.320    14.1    1.0 
FRB 454  1006.8  35    921.8  1.148    16.2    2.0 
FRB 455  1503.0  35   1418.0  0.372    16.3    4.0 
FRB 456   617.3  35    532.3  0.420    10.2    4.0 
FRB 457   497.6  35    412.6  0.474    14.5    3.0 
FRB 458   463.2  35    378.2  0.509    25.4    2.0 
FRB 459   353.7  35    268.7  0.264    18.7    2.0 
FRB 460   443.1  35    358.1  0.457    17.1    3.0 
FRB 461  1238.7  35   1153.7  0.743    17.8    1.0 
FRB 462   614.2  35    529.2  0.445    11.6    1.0 
FRB 463   302.6  35    217.6  0.019    17.7    3.0 
