BW    288 #MHz
FRES  1 #MHz
DIAM 12
NBEAMS 36
BEAM lat50_log #prefix of beam file
FBAR 1320
TRES  1.7 #ms
SNRTHRESH 9.5
NFRB 100
NORM_FRB 100
TOBS 96.65 # days of 100% efficient operation
THRESH 0.99 #Jy ms to 1 ms burst [ 22 Jy ms / 24 antennas *sqrt{336/288} bandwidth factor]
KEY ID 	DM    	DMG     DMEG	Z	SNR	WIDTH
FRB 28   182.2  35     97.2  0.134    10.0    2.0
FRB 29   253.3  35    168.3  0.111    20.3    3.0
FRB 30   533.7  35    448.7  0.196    31.9    2.0
FRB 31   523.0  35    438.0  0.018    40.0    2.0
FRB 32  1283.8  35   1198.8  0.436    10.7    2.0
FRB 33   421.6  35    336.6  0.442    11.9    1.0
FRB 34  1201.7  35   1116.7  1.438    10.2    2.0
FRB 35   459.0  35    374.0  0.224    17.9    4.0
FRB 36   953.4  35    868.4  0.756    16.4    3.0
FRB 37   431.7  35    346.7  0.106     9.7    2.0
FRB 38   393.0  35    308.0  0.189     9.8    5.0
FRB 39   881.4  35    796.4  0.036    10.0    2.0
FRB 40   906.1  35    821.1  0.875    17.4    1.0
FRB 41   331.8  35    246.8  0.241    42.7    1.0
FRB 42   843.5  35    758.5  1.088    19.5    0.0
FRB 43  1268.4  35   1183.4  0.587    21.1    3.0
FRB 44   508.7  35    423.7  0.649    15.4    4.0
FRB 45   845.1  35    760.1  0.551     9.8    1.0
FRB 46   727.1  35    642.1  1.101    16.5    3.0
FRB 47   381.9  35    296.9  0.315    16.6    4.0
FRB 48   322.0  35    237.0  0.318    10.9    1.0
FRB 49   366.5  35    281.5  0.309    59.4    1.0
FRB 50   445.5  35    360.5  0.215    12.5    4.0
FRB 51   668.1  35    583.1  0.466    30.7    4.0
FRB 52   329.2  35    244.2  0.318    14.1    0.0
FRB 53   443.1  35    358.1  0.229    13.1    1.0
FRB 54  1015.4  35    930.4  0.033   172.0    2.0
FRB 55   704.6  35    619.6  0.341    11.2    3.0
FRB 56   207.0  35    122.0  0.046    13.1    1.0
FRB 57   478.9  35    393.9  0.463    18.4    2.0
FRB 58   815.1  35    730.1  0.397    53.4    3.0
FRB 59   545.5  35    460.5  0.694     9.5    2.0
FRB 60   712.7  35    627.7  0.989     9.6    4.0
FRB 61   429.5  35    344.5  0.107    29.2    4.0
FRB 62   332.6  35    247.6  0.435     9.7    2.0
FRB 63   682.5  35    597.5  0.762    23.1    3.0
FRB 64   602.0  35    517.0  0.439    23.6    2.0
FRB 65   368.3  35    283.3  0.411    26.8    2.0
FRB 66  1279.3  35   1194.3  0.462    62.4    3.0
FRB 67   696.1  35    611.1  0.652    11.5    3.0
FRB 68   196.1  35    111.1  0.106    11.8    1.0
FRB 69  1253.8  35   1168.8  0.803    12.4    1.0
FRB 70   426.6  35    341.6  0.165    13.6    2.0
FRB 71   457.2  35    372.2  0.510    13.8    1.0
FRB 72   885.3  35    800.3  0.762    11.0    3.0
FRB 73   892.7  35    807.7  1.168     9.8    2.0
FRB 74   357.2  35    272.2  0.429    13.3    2.0
FRB 75   755.1  35    670.1  1.084    10.6    1.0
FRB 76   698.1  35    613.1  0.672    24.1    2.0
FRB 77   210.5  35    125.5  0.008    17.9    2.0
FRB 78   452.2  35    367.2  0.029    31.8    2.0
FRB 79   902.1  35    817.1  0.171    19.5    3.0
FRB 80   213.6  35    128.6  0.134    27.1    2.0
FRB 81   549.6  35    464.6  0.559    21.0    4.0
FRB 82   153.4  35     68.4  0.032    13.1    3.0
FRB 83   941.9  35    856.9  0.547    89.9    1.0
FRB 84   145.4  35     60.4  0.019    19.8    1.0
FRB 85   323.4  35    238.4  0.240    11.8    3.0
FRB 86   632.3  35    547.3  0.397    21.7    1.0
FRB 87  1410.5  35   1325.5  1.334    10.2    2.0
FRB 88   236.9  35    151.9  0.068    16.1    2.0
FRB 89   464.0  35    379.0  0.478    14.8    2.0
FRB 90   106.9  35     21.9  0.031    15.4    3.0
FRB 91   456.9  35    371.9  0.492    27.2    2.0
FRB 92   181.4  35     96.4  0.109    23.7    3.0
FRB 93   391.0  35    306.0  0.369    15.3    0.0
FRB 94   414.8  35    329.8  0.236    13.4    3.0
FRB 95   473.9  35    388.9  0.479    57.7    2.0
FRB 96   813.6  35    728.6  0.866    17.0    2.0
FRB 97   687.1  35    602.1  0.683    17.4    2.0
FRB 98   370.4  35    285.4  0.430    12.9    3.0
FRB 99  1176.2  35   1091.2  1.202    10.4    1.0
