BW    288 #MHz
FRES  1 #MHz
DIAM 12
NBEAMS 36
BEAM lat50_log #prefix of beam file
FBAR 1320
TRES  1.7 #ms
SNRTHRESH 9.5
NFRB 5000
NORM_FRB 5000
TOBS 96.65 # days of 100% efficient operation
THRESH 0.99 #Jy ms to 1 ms burst [ 22 Jy ms / 24 antennas *sqrt{336/288} bandwidth factor]
KEY ID 	DM    	DMG     DMEG	Z	SNR	WIDTH
FRB 88   219.8  35    134.8  0.104    10.2    1.0 
FRB 89   193.1  35    108.1  0.127    15.0    3.0 
FRB 90   532.5  35    447.5  0.490    13.4    2.0 
FRB 91  1473.7  35   1388.7  0.689    12.6    3.0 
FRB 92   528.4  35    443.4  0.256     9.6    2.0 
FRB 93   886.6  35    801.6  0.942    10.3    1.0 
FRB 94   558.4  35    473.4  0.827    39.2    2.0 
FRB 95   751.5  35    666.5  0.788    19.6    2.0 
FRB 96   365.8  35    280.8  0.071    48.4    3.0 
FRB 97   442.8  35    357.8  0.290    10.4    2.0 
FRB 98   808.5  35    723.5  0.421    11.3    2.0 
FRB 99  1026.1  35    941.1  1.304    14.3    4.0 
FRB 100   186.7  35    101.7  0.150    15.9    2.0 
FRB 101  1179.5  35   1094.5  1.321    26.0    1.0 
FRB 102   438.5  35    353.5  0.062    20.2    4.0 
FRB 103   315.3  35    230.3  0.089    17.9    1.0 
FRB 104   833.1  35    748.1  0.949    10.5    2.0 
FRB 105   595.3  35    510.3  0.250    32.8    2.0 
FRB 106   313.4  35    228.4  0.370    16.8    4.0 
FRB 107   568.5  35    483.5  0.629    13.1    2.0 
FRB 108   143.5  35     58.5  0.026    11.0    4.0 
FRB 109   743.4  35    658.4  0.812    12.6    3.0 
FRB 110   941.9  35    856.9  0.755    10.0    2.0 
FRB 111   460.5  35    375.5  0.355    10.7    2.0 
FRB 112  1271.8  35   1186.8  0.432    12.1    2.0 
FRB 113  1308.6  35   1223.6  1.273    15.7    2.0 
FRB 114   567.9  35    482.9  0.608    12.4    3.0 
FRB 115   410.5  35    325.5  0.057    84.7    2.0 
FRB 116   391.1  35    306.1  0.251   117.3    1.0 
FRB 117  1287.8  35   1202.8  1.592     9.7    2.0 
FRB 118   634.8  35    549.8  0.378    15.9    2.0 
FRB 119   383.0  35    298.0  0.176    15.6    2.0 
FRB 120   372.7  35    287.7  0.167    16.2    2.0 
FRB 121   237.3  35    152.3  0.041    13.3    2.0 
FRB 122   478.8  35    393.8  0.354    27.0    2.0 
FRB 123   835.0  35    750.0  0.735    51.2    2.0 
FRB 124   282.6  35    197.6  0.263    10.6    3.0 
FRB 125   151.4  35     66.4  0.046   223.4    3.0 
FRB 126   819.9  35    734.9  0.750    13.1    4.0 
FRB 127   162.3  35     77.3  0.138    17.3    3.0 
FRB 128   371.1  35    286.1  0.282    25.0    1.0 
FRB 129   357.4  35    272.4  0.262    16.3    1.0 
FRB 130   331.8  35    246.8  0.085    40.2    3.0 
FRB 131   557.5  35    472.5  0.289    88.5    3.0 
FRB 132   818.5  35    733.5  0.660     9.8    3.0 
FRB 133  1257.6  35   1172.6  0.699    22.4    3.0 
FRB 134  1116.3  35   1031.3  1.367    11.6    2.0 
FRB 135  2259.2  35   2174.2  1.338    12.3    3.0 
FRB 136   307.9  35    222.9  0.243    22.6    4.0 
FRB 137  1311.1  35   1226.1  1.712    24.4    3.0 
FRB 138   848.2  35    763.2  1.006    11.6    2.0 
FRB 139  1060.6  35    975.6  1.108    10.6    3.0 
FRB 140   785.5  35    700.5  0.164    10.0    3.0 
FRB 141   484.9  35    399.9  0.520    11.7    0.0 
FRB 142   481.2  35    396.2  0.424     9.6    3.0 
FRB 143   484.7  35    399.7  0.610    14.9    3.0 
FRB 144   260.6  35    175.6  0.054    12.9    3.0 
FRB 145   393.8  35    308.8  0.291    12.7    4.0 
FRB 146   273.7  35    188.7  0.182    22.7    3.0 
FRB 147   534.4  35    449.4  0.556    21.0    3.0 
FRB 148   703.6  35    618.6  0.195    10.8    1.0 
FRB 149   335.9  35    250.9  0.329    18.5    3.0 
FRB 150   898.1  35    813.1  0.718    32.2    2.0 
FRB 151   582.2  35    497.2  0.571    13.8    3.0 
FRB 152   636.2  35    551.2  0.441    23.1    2.0 
FRB 153   735.7  35    650.7  0.482    27.7    2.0 
FRB 154  1405.0  35   1320.0  1.318    11.4    4.0 
FRB 155  1083.0  35    998.0  1.101    19.3    3.0 
FRB 156   709.4  35    624.4  0.580    12.4    2.0 
FRB 157  1794.1  35   1709.1  1.849    14.9    3.0 
FRB 158   736.2  35    651.2  0.546    11.0    2.0 
FRB 159   808.6  35    723.6  0.472    33.4    2.0 
FRB 160   352.0  35    267.0  0.126    16.0    3.0 
FRB 161   447.5  35    362.5  0.543    38.3    1.0 
FRB 162  1346.2  35   1261.2  1.567    12.3    2.0 
FRB 163   428.3  35    343.3  0.537    12.3    2.0 
FRB 164   421.8  35    336.8  0.018    28.0    4.0 
FRB 165   602.3  35    517.3  0.093    16.3    2.0 
FRB 166  1110.1  35   1025.1  0.439    94.0    3.0 
FRB 167   303.5  35    218.5  0.137    10.8    1.0 
FRB 168   799.7  35    714.7  0.465    18.8    3.0 
FRB 169   309.6  35    224.6  0.159    30.0    2.0 
FRB 170  3446.6  35   3361.6  0.080    25.6    5.0 
FRB 171   721.5  35    636.5  0.306    25.8    2.0 
FRB 172   296.3  35    211.3  0.134    21.4    5.0 
FRB 173   573.2  35    488.2  0.464    19.6    2.0 
FRB 174   184.5  35     99.5  0.063    11.4    1.0 
FRB 175   580.0  35    495.0  0.632    15.6    0.0 
FRB 176   754.0  35    669.0  0.103     9.6    1.0 
FRB 177   391.9  35    306.9  0.430    11.2    1.0 
FRB 178   282.0  35    197.0  0.073    21.7    3.0 
FRB 179   548.7  35    463.7  0.350    25.8    4.0 
FRB 180   449.7  35    364.7  0.019    12.6    3.0 
FRB 181   187.9  35    102.9  0.052    40.8    2.0 
FRB 182   522.1  35    437.1  0.353    11.8    2.0 
FRB 183   233.3  35    148.3  0.081    85.5    2.0 
FRB 184   923.9  35    838.9  0.961     9.9    2.0 
FRB 185   568.1  35    483.1  0.295    15.9    5.0 
FRB 186  1327.1  35   1242.1  0.437    18.6    2.0 
FRB 187   901.0  35    816.0  0.744    39.8    2.0 
FRB 188   776.9  35    691.9  0.786    14.5    2.0 
FRB 189   359.8  35    274.8  0.372    46.4    1.0 
FRB 190   733.7  35    648.7  0.633    18.7    2.0 
FRB 191   685.6  35    600.6  0.765     9.8    3.0 
FRB 192   568.9  35    483.9  0.644    14.8    3.0 
FRB 193   398.7  35    313.7  0.239    23.3    3.0 
FRB 194   664.2  35    579.2  0.495    15.8    3.0 
FRB 195   326.6  35    241.6  0.251    14.2    1.0 
FRB 196   726.0  35    641.0  0.089    23.7    5.0 
FRB 197   342.1  35    257.1  0.029    48.2    2.0 
FRB 198   376.5  35    291.5  0.279    47.9    1.0 
FRB 199   271.9  35    186.9  0.237    18.9    2.0 
FRB 200   226.2  35    141.2  0.036    25.8    2.0 
FRB 201   636.8  35    551.8  0.069    18.9    1.0 
FRB 202  1305.4  35   1220.4  1.562    13.6    1.0 
FRB 203  1160.6  35   1075.6  0.743    11.9    3.0 
FRB 204   393.9  35    308.9  0.118    67.2    2.0 
FRB 205   208.4  35    123.4  0.200     9.9    2.0 
FRB 206   747.5  35    662.5  0.232    28.0    2.0 
FRB 207   544.7  35    459.7  0.397    14.1    2.0 
FRB 208   208.3  35    123.3  0.125    25.2    2.0 
FRB 209   647.3  35    562.3  0.658    10.2    2.0 
FRB 210   942.2  35    857.2  0.343    10.9    2.0 
FRB 211   512.8  35    427.8  0.053    24.3    2.0 
FRB 212   407.9  35    322.9  0.102    23.2    1.0 
FRB 213   519.0  35    434.0  0.377    13.9    2.0 
FRB 214  1342.6  35   1257.6  0.707    10.9    2.0 
FRB 215   424.8  35    339.8  0.230    18.1    4.0 
FRB 216   621.2  35    536.2  0.790    16.0    3.0 
FRB 217   655.3  35    570.3  0.588    16.5    2.0 
FRB 218  2215.0  35   2130.0  0.080    19.1    3.0 
FRB 219   716.7  35    631.7  0.683    41.8    2.0 
FRB 220   294.3  35    209.3  0.197    22.7    4.0 
FRB 221   690.7  35    605.7  0.703    20.4    2.0 
FRB 222   794.9  35    709.9  0.048    33.2    2.0 
FRB 223   704.5  35    619.5  0.802    10.0    3.0 
FRB 224   676.6  35    591.6  0.153    11.3    2.0 
FRB 225   458.6  35    373.6  0.467    92.5    3.0 
FRB 226   508.2  35    423.2  0.432    15.3    3.0 
FRB 227  1294.8  35   1209.8  1.343    10.6    2.0 
FRB 228   666.7  35    581.7  0.579    22.5    0.0 
FRB 229   178.7  35     93.7  0.054    22.7    3.0 
FRB 230   154.3  35     69.3  0.039    31.8    3.0 
FRB 231   790.1  35    705.1  1.095     9.8    2.0 
FRB 232   625.4  35    540.4  0.622    11.2    3.0 
FRB 233   448.6  35    363.6  0.272    14.1    1.0 
FRB 234   351.6  35    266.6  0.212    28.0    1.0 
FRB 235   532.9  35    447.9  0.502    14.2    2.0 
FRB 236   146.4  35     61.4  0.026    25.9    2.0 
FRB 237   363.8  35    278.8  0.317    12.5    1.0 
FRB 238   235.7  35    150.7  0.182    47.5    3.0 
FRB 239   394.0  35    309.0  0.356    15.3    4.0 
FRB 240  1055.4  35    970.4  0.935    27.4    1.0 
FRB 241   212.1  35    127.1  0.148    10.6    2.0 
FRB 242  2097.3  35   2012.3  2.036     9.9    1.0 
FRB 243   440.9  35    355.9  0.405    13.3    2.0 
FRB 244   677.6  35    592.6  0.310    16.1    3.0 
FRB 245   339.0  35    254.0  0.042    10.6    1.0 
FRB 246   270.0  35    185.0  0.033    12.0    4.0 
FRB 247   430.7  35    345.7  0.464    15.2    2.0 
FRB 248  2151.2  35   2066.2  0.622    25.4    1.0 
FRB 249   445.0  35    360.0  0.301    14.0    4.0 
FRB 250   326.7  35    241.7  0.229    16.6    3.0 
FRB 251   756.5  35    671.5  0.619    12.1    4.0 
FRB 252   474.3  35    389.3  0.136    11.6    4.0 
FRB 253   301.1  35    216.1  0.080    24.9    3.0 
FRB 254   251.3  35    166.3  0.190    34.5    3.0 
FRB 255   215.4  35    130.4  0.152    66.6    2.0 
FRB 256   688.1  35    603.1  0.562    11.4    2.0 
FRB 257   395.1  35    310.1  0.234    19.7    4.0 
FRB 258  1602.7  35   1517.7  1.216    20.4    2.0 
FRB 259   409.3  35    324.3  0.196    14.4    3.0 
FRB 260   785.5  35    700.5  0.821    25.5    2.0 
FRB 261  1411.5  35   1326.5  0.908    10.5    2.0 
FRB 262   365.7  35    280.7  0.208    29.0    1.0 
FRB 263   809.8  35    724.8  0.106    10.1    3.0 
FRB 264   377.8  35    292.8  0.139    13.8    2.0 
FRB 265   422.9  35    337.9  0.423    12.2    1.0 
FRB 266   295.9  35    210.9  0.215    21.9    2.0 
FRB 267   199.7  35    114.7  0.161    39.4    2.0 
FRB 268   456.5  35    371.5  0.210    12.2    2.0 
FRB 269   587.6  35    502.6  0.055    10.8    3.0 
FRB 270   275.5  35    190.5  0.096    10.2    2.0 
FRB 271   386.9  35    301.9  0.053    18.2    1.0 
FRB 272  1319.3  35   1234.3  1.418    10.1    2.0 
FRB 273   629.7  35    544.7  0.741    26.0    2.0 
FRB 274   157.7  35     72.7  0.024    21.4    2.0 
FRB 275   722.1  35    637.1  0.616    27.7    4.0 
FRB 276   775.6  35    690.6  0.609    22.5    3.0 
FRB 277   476.8  35    391.8  0.393     9.8    3.0 
FRB 278   823.4  35    738.4  0.801    12.4    2.0 
FRB 279   709.3  35    624.3  0.796    17.7    3.0 
FRB 280   765.4  35    680.4  1.032     9.9    1.0 
FRB 281  1306.7  35   1221.7  0.336    28.2    3.0 
FRB 282   253.7  35    168.7  0.066    36.1    3.0 
FRB 283   762.3  35    677.3  0.667    10.5    4.0 
FRB 284   618.1  35    533.1  0.586    12.9    2.0 
FRB 285  1062.3  35    977.3  0.792    71.5    0.0 
FRB 286   578.1  35    493.1  0.532    17.7    2.0 
FRB 287   679.1  35    594.1  0.338    12.4    2.0 
FRB 288   330.7  35    245.7  0.363    75.1    3.0 
FRB 289   312.7  35    227.7  0.059    13.9    4.0 
FRB 290   165.8  35     80.8  0.022    16.7    1.0 
FRB 291  1139.2  35   1054.2  1.241    18.3    2.0 
FRB 292   320.1  35    235.1  0.290    88.2    2.0 
FRB 293   700.6  35    615.6  0.921    13.4    2.0 
FRB 294   246.4  35    161.4  0.123    23.4    3.0 
FRB 295   283.5  35    198.5  0.085    16.0    0.0 
FRB 296   406.3  35    321.3  0.275    12.0    0.0 
FRB 297  1543.3  35   1458.3  1.742     9.7    3.0 
FRB 298   511.2  35    426.2  0.268    18.6    2.0 
FRB 299   271.5  35    186.5  0.079     9.9    1.0 
FRB 300   449.7  35    364.7  0.622    10.7    1.0 
FRB 301   900.2  35    815.2  0.150     9.9    3.0 
FRB 302   863.7  35    778.7  0.837    37.9    2.0 
FRB 303   275.3  35    190.3  0.104    18.8    3.0 
FRB 304   179.1  35     94.1  0.000   109.1    3.0 
FRB 305   814.0  35    729.0  0.420    11.6    3.0 
FRB 306   201.2  35    116.2  0.010    13.7    1.0 
FRB 307   517.9  35    432.9  0.633    11.2    4.0 
FRB 308   548.6  35    463.6  0.470    11.9    2.0 
FRB 309   385.2  35    300.2  0.227    55.9    2.0 
FRB 310   347.6  35    262.6  0.170    12.2    3.0 
FRB 311   266.5  35    181.5  0.068    15.9    4.0 
FRB 312   359.8  35    274.8  0.362    13.7    2.0 
FRB 313  1062.6  35    977.6  0.864    11.0    2.0 
FRB 314   602.4  35    517.4  0.390    27.8    1.0 
FRB 315   615.3  35    530.3  0.815    13.1    2.0 
FRB 316   930.0  35    845.0  0.490    19.8    4.0 
FRB 317   652.9  35    567.9  0.633    12.2    5.0 
FRB 318   634.4  35    549.4  0.407    20.7    2.0 
FRB 319   747.8  35    662.8  0.086     9.6    4.0 
FRB 320   596.2  35    511.2  0.603    21.3    2.0 
FRB 321   469.1  35    384.1  0.387    52.5    3.0 
FRB 322  1028.2  35    943.2  0.645    11.3    2.0 
FRB 323   430.6  35    345.6  0.345    12.5    0.0 
FRB 324  1121.6  35   1036.6  1.146    11.2    3.0 
FRB 325   403.1  35    318.1  0.284    26.6    3.0 
FRB 326   563.6  35    478.6  0.689    22.1    1.0 
FRB 327  1644.2  35   1559.2  2.063    13.4    3.0 
FRB 328   389.5  35    304.5  0.307    23.9    3.0 
FRB 329   624.6  35    539.6  0.159    62.3    2.0 
FRB 330   490.1  35    405.1  0.532    14.0    2.0 
FRB 331   912.3  35    827.3  0.645    15.9    3.0 
FRB 332   692.6  35    607.6  0.798    27.3    2.0 
FRB 333   179.2  35     94.2  0.103    18.5    3.0 
FRB 334   780.0  35    695.0  0.408    17.7    4.0 
FRB 335   964.2  35    879.2  1.173    11.6    1.0 
FRB 336   203.2  35    118.2  0.092    14.0    3.0 
FRB 337   698.1  35    613.1  0.460    38.8    3.0 
FRB 338   338.5  35    253.5  0.318    15.2    3.0 
FRB 339   520.4  35    435.4  0.439    12.8    2.0 
FRB 340   958.2  35    873.2  0.289    12.3    2.0 
FRB 341   576.5  35    491.5  0.514    24.2    3.0 
FRB 342   418.5  35    333.5  0.370    22.6    3.0 
FRB 343   296.4  35    211.4  0.053    18.3    3.0 
FRB 344   666.2  35    581.2  0.846    12.6    1.0 
FRB 345   315.6  35    230.6  0.285    20.5    3.0 
FRB 346   140.5  35     55.5  0.036    12.0    0.0 
FRB 347   764.2  35    679.2  0.951     9.5    1.0 
FRB 348   841.2  35    756.2  0.603    14.6    0.0 
FRB 349   938.2  35    853.2  0.192    20.4    3.0 
FRB 350   489.1  35    404.1  0.241    13.3    1.0 
FRB 351   655.5  35    570.5  0.442    12.3    2.0 
FRB 352   552.8  35    467.8  0.194    71.4    1.0 
FRB 353  2749.7  35   2664.7  2.304     9.9    0.0 
FRB 354  3004.1  35   2919.1  0.315    14.3    3.0 
FRB 355   668.2  35    583.2  0.132    33.2    3.0 
FRB 356   663.6  35    578.6  0.575    19.0    2.0 
FRB 357   564.6  35    479.6  0.333    86.8    4.0 
FRB 358   485.8  35    400.8  0.378    19.0    1.0 
FRB 359   639.6  35    554.6  0.238   131.0    2.0 
FRB 360    94.2  35      9.2  0.003    23.9    2.0 
FRB 361  1468.8  35   1383.8  0.241    29.3    3.0 
FRB 362   215.7  35    130.7  0.081    20.8    2.0 
FRB 363   969.2  35    884.2  0.571    16.2    2.0 
FRB 364  1324.9  35   1239.9  1.313    12.0    5.0 
FRB 365   426.8  35    341.8  0.429    20.7    4.0 
FRB 366   524.1  35    439.1  0.060    28.2    3.0 
FRB 367   686.1  35    601.1  0.764    24.5    2.0 
FRB 368  1243.9  35   1158.9  1.332    14.0    2.0 
FRB 369   875.0  35    790.0  0.899    23.3    2.0 
FRB 370  1351.9  35   1266.9  1.325    24.4    4.0 
FRB 371   402.8  35    317.8  0.171    40.1    2.0 
FRB 372   884.3  35    799.3  0.408     9.6    3.0 
FRB 373   411.0  35    326.0  0.022    11.8    4.0 
FRB 374   494.9  35    409.9  0.516     9.8    3.0 
FRB 375   645.2  35    560.2  0.607    12.5    2.0 
FRB 376   504.0  35    419.0  0.452    12.2    1.0 
FRB 377   593.8  35    508.8  0.620    12.0    3.0 
FRB 378   491.2  35    406.2  0.141    21.8    3.0 
FRB 379   395.1  35    310.1  0.429    16.3    3.0 
FRB 380   566.1  35    481.1  0.515    10.0    3.0 
FRB 381   181.1  35     96.1  0.065    22.5    2.0 
FRB 382   532.3  35    447.3  0.590    11.1    2.0 
FRB 383   991.9  35    906.9  1.222    15.6    2.0 
FRB 384  1035.4  35    950.4  1.114    27.8    3.0 
FRB 385   715.9  35    630.9  0.090    19.1    4.0 
FRB 386   691.9  35    606.9  0.696     9.9    4.0 
FRB 387  1031.6  35    946.6  1.312    10.3    4.0 
FRB 388   181.0  35     96.0  0.136    26.0    2.0 
FRB 389   362.4  35    277.4  0.287    10.0    2.0 
FRB 390   503.6  35    418.6  0.639    29.2    3.0 
FRB 391   667.5  35    582.5  0.128    13.7    4.0 
FRB 392   765.5  35    680.5  0.742    19.0    3.0 
FRB 393   135.7  35     50.7  0.039    27.9    4.0 
FRB 394   599.2  35    514.2  0.240    24.3    4.0 
FRB 395  1321.2  35   1236.2  0.407    12.3    2.0 
FRB 396   388.5  35    303.5  0.135    10.1    2.0 
FRB 397   269.0  35    184.0  0.123    30.0    4.0 
FRB 398   944.6  35    859.6  0.874    23.0    2.0 
FRB 399   259.8  35    174.8  0.019    29.0    2.0 
FRB 400   916.6  35    831.6  0.997    14.4    3.0 
FRB 401   266.6  35    181.6  0.241    10.5    2.0 
FRB 402   451.4  35    366.4  0.454    17.4    3.0 
FRB 403   724.2  35    639.2  0.793    32.0    2.0 
FRB 404   187.5  35    102.5  0.046    16.4    3.0 
FRB 405   485.5  35    400.5  0.162    20.3    4.0 
FRB 406   236.1  35    151.1  0.142    18.3    3.0 
FRB 407   730.6  35    645.6  0.720    41.2    3.0 
FRB 408   272.6  35    187.6  0.141    39.8    3.0 
FRB 409   524.5  35    439.5  0.623    11.7    0.0 
FRB 410   489.3  35    404.3  0.446    15.3    1.0 
FRB 411   448.1  35    363.1  0.467    12.7    2.0 
FRB 412  1045.2  35    960.2  1.060    27.5    4.0 
FRB 413   958.7  35    873.7  1.035    23.9    3.0 
FRB 414   233.6  35    148.6  0.075     9.6    3.0 
FRB 415   659.9  35    574.9  0.318    10.5    2.0 
FRB 416   635.2  35    550.2  0.418    22.9    3.0 
FRB 417  2488.2  35   2403.2  2.001    22.0    3.0 
FRB 418   416.8  35    331.8  0.462     9.6    4.0 
FRB 419   460.9  35    375.9  0.164    76.9    2.0 
FRB 420   559.6  35    474.6  0.720    14.7    4.0 
FRB 421   878.5  35    793.5  0.631    12.7    3.0 
FRB 422   836.2  35    751.2  0.306    10.6    1.0 
FRB 423   717.2  35    632.2  0.901    10.3    2.0 
FRB 424   203.8  35    118.8  0.008    50.4    4.0 
FRB 425   332.5  35    247.5  0.255    10.0    2.0 
FRB 426   513.5  35    428.5  0.412    11.9    3.0 
FRB 427   890.1  35    805.1  1.106    17.0    2.0 
FRB 428  1119.1  35   1034.1  1.247    11.6    1.0 
FRB 429   692.3  35    607.3  0.665    17.5    3.0 
FRB 430   794.0  35    709.0  0.265    56.4    4.0 
FRB 431   692.8  35    607.8  0.926    11.1    3.0 
FRB 432   529.2  35    444.2  0.226   111.0    2.0 
FRB 433   476.0  35    391.0  0.458    12.5    4.0 
FRB 434   439.2  35    354.2  0.270    10.9    1.0 
FRB 435   842.2  35    757.2  0.772    19.2    1.0 
FRB 436   644.8  35    559.8  0.709    26.2    1.0 
FRB 437   389.8  35    304.8  0.112    13.5    1.0 
FRB 438   363.0  35    278.0  0.166    62.7    0.0 
FRB 439  1050.3  35    965.3  0.544    26.1    2.0 
FRB 440   182.9  35     97.9  0.002    19.0    1.0 
FRB 441   686.3  35    601.3  0.151    13.3    2.0 
FRB 442   335.0  35    250.0  0.104    13.5    4.0 
FRB 443   613.8  35    528.8  0.791    14.1    3.0 
FRB 444   317.5  35    232.5  0.274    11.4    2.0 
FRB 445   427.7  35    342.7  0.551    25.2    4.0 
FRB 446   155.8  35     70.8  0.075    20.2    4.0 
FRB 447   988.1  35    903.1  1.024    13.3    3.0 
FRB 448   256.9  35    171.9  0.065    11.8    3.0 
FRB 449   412.3  35    327.3  0.343    48.7    2.0 
FRB 450   595.9  35    510.9  0.255    69.4    4.0 
FRB 451   210.9  35    125.9  0.012   113.3    3.0 
FRB 452   463.7  35    378.7  0.245    14.9    2.0 
FRB 453   831.0  35    746.0  0.714     9.8    3.0 
FRB 454  3302.9  35   3217.9  1.408    10.4    4.0 
FRB 455   924.3  35    839.3  0.244    16.5    3.0 
FRB 456   625.2  35    540.2  0.519    15.8    3.0 
FRB 457   836.0  35    751.0  0.497    28.4    2.0 
FRB 458  1100.8  35   1015.8  1.079    12.2    2.0 
FRB 459   380.1  35    295.1  0.149    16.6    3.0 
FRB 460   615.4  35    530.4  0.215    15.5    2.0 
FRB 461   786.4  35    701.4  0.364    77.7    2.0 
FRB 462   460.6  35    375.6  0.153    12.4    2.0 
