BW    288 #MHz
FRES  1 #MHz
NFRB 1 #Number of FRBs
DIAM 12
NBEAMS 36
BEAM lat50_log #prefix of beam file
FBAR 1320
TRES  1.7 #ms
SNRTHRESH 9.5
NFRB 1000
NORM_FRB 1000
TOBS 966.5 # days of 100% efficient operation
THRESH 0.99 #Jy ms to 1 ms burst [ 22 Jy ms / 24 antennas *sqrt{336/288} bandwidth factor]
KEY ID 	DM    	DMG     DMEG	Z	SNR	WIDTH
FRB 135  5725.6  35   5640.6  -1.000    11.9    3.0
FRB 136   341.5  35    256.5  0.098    17.0    3.0
FRB 137   262.3  35    177.3  0.230    38.8    4.0
FRB 138  1404.0  35   1319.0  -1.000    17.1    3.0
FRB 139   844.1  35    759.1  0.315    21.0    2.0
FRB 140  1517.9  35   1432.9  -1.000    15.4    3.0
FRB 141   288.6  35    203.6  0.084    20.2    0.0
FRB 142   536.5  35    451.5  0.291    10.7    3.0
FRB 143  1002.3  35    917.3  0.916     9.5    2.0
FRB 144   348.2  35    263.2  0.170     9.7    2.0
FRB 145   317.1  35    232.1  0.174    11.3    4.0
FRB 146   441.7  35    356.7  0.306    18.1    3.0
FRB 147  1694.8  35   1609.8  -1.000    22.5    2.0
FRB 148   876.1  35    791.1  0.890    10.0    3.0
FRB 149   728.9  35    643.9  0.438    14.0    2.0
FRB 150   164.1  35     79.1  0.057    32.2    3.0
FRB 151   159.2  35     74.2  0.082    15.9    1.0
FRB 152   664.9  35    579.9  0.009    11.2    3.0
FRB 153   912.3  35    827.3  0.504    11.8    4.0
FRB 154  1001.3  35    916.3  0.223    30.4    2.0
FRB 155  1832.8  35   1747.8  -1.000    15.3    3.0
FRB 156  1090.5  35   1005.5  -1.000    11.9    2.0
FRB 157   315.9  35    230.9  0.101    11.1    3.0
FRB 158   582.5  35    497.5  0.408     9.8    4.0
FRB 159   757.7  35    672.7  0.230    12.6    3.0
FRB 160   894.7  35    809.7  0.384     9.5    1.0
FRB 161   740.1  35    655.1  0.925    10.2    3.0
FRB 162   634.1  35    549.1  0.702    10.0    2.0
FRB 163   508.0  35    423.0  0.453    11.5    4.0
FRB 164   815.9  35    730.9  0.242    13.4    2.0
FRB 165   675.9  35    590.9  0.110    22.6    2.0
FRB 166   122.1  35     37.1  0.045    26.0    1.0
FRB 167   624.4  35    539.4  0.630    14.1    2.0
FRB 168   258.7  35    173.7  0.174    32.3    2.0
FRB 169   388.4  35    303.4  0.301    31.6    2.0
FRB 170   541.1  35    456.1  0.217    47.4    1.0
FRB 171   779.9  35    694.9  0.923    12.3    2.0
FRB 172   771.3  35    686.3  0.686    11.9    2.0
FRB 173   319.3  35    234.3  0.150    41.7    2.0
FRB 174   226.3  35    141.3  0.110    14.0    4.0
FRB 175   525.5  35    440.5  0.131    30.0    3.0
FRB 176   612.9  35    527.9  0.803    13.1    3.0
FRB 177   419.3  35    334.3  0.540    98.6    3.0
FRB 178   574.6  35    489.6  0.247    11.1    1.0
FRB 179   530.8  35    445.8  0.501    17.4    2.0
FRB 180  1065.9  35    980.9  1.158    11.2    2.0
FRB 181   927.3  35    842.3  0.602    18.1    1.0
FRB 182   861.4  35    776.4  0.455    13.3    3.0
FRB 183   594.8  35    509.8  0.553    13.2    3.0
FRB 184   419.3  35    334.3  0.445    23.7    3.0
FRB 185   504.6  35    419.6  0.544     9.6    2.0
FRB 186   988.1  35    903.1  1.406    19.5    1.0
FRB 187   610.2  35    525.2  0.084   804.6    2.0
FRB 188  1394.7  35   1309.7  -1.000    15.8    0.0
FRB 189   222.8  35    137.8  0.086    20.7    2.0
FRB 190   772.7  35    687.7  0.451    12.1    2.0
FRB 191   258.4  35    173.4  0.134    25.1    2.0
FRB 192   465.0  35    380.0  0.154    21.3    3.0
FRB 193   320.9  35    235.9  0.071   102.5    4.0
FRB 194   882.7  35    797.7  1.015    11.5    2.0
FRB 195   908.9  35    823.9  1.033     9.7    2.0
FRB 196   466.0  35    381.0  0.090   301.0    1.0
FRB 197   406.7  35    321.7  0.355    32.4    0.0
FRB 198   633.2  35    548.2  0.293    11.2    2.0
FRB 199  1134.6  35   1049.6  -1.000    18.6    2.0
FRB 200   565.1  35    480.1  0.598    19.4    4.0
FRB 201   591.6  35    506.6  0.641    21.5    2.0
FRB 202  1438.7  35   1353.7  -1.000    10.3    2.0
FRB 203  1147.7  35   1062.7  -1.000    13.3    2.0
FRB 204   507.2  35    422.2  0.088    15.8    2.0
FRB 205   300.9  35    215.9  0.104    14.2    6.0
FRB 206   264.8  35    179.8  0.165    14.3    1.0
FRB 207  1160.7  35   1075.7  -1.000    12.4    3.0
FRB 208   751.7  35    666.7  0.688    16.5    1.0
FRB 209   570.6  35    485.6  0.363    10.4    3.0
FRB 210   777.4  35    692.4  0.726    10.3    2.0
FRB 211   302.2  35    217.2  0.075    10.2    3.0
FRB 212   714.7  35    629.7  0.732    13.0    3.0
FRB 213   601.9  35    516.9  0.783    17.3    2.0
FRB 214   544.9  35    459.9  0.483     9.9    2.0
FRB 215   214.0  35    129.0  0.100    11.4    3.0
FRB 216   371.5  35    286.5  0.347    10.1    2.0
FRB 217  1227.7  35   1142.7  -1.000    11.6    2.0
FRB 218   195.2  35    110.2  0.114    10.6    2.0
FRB 219   484.9  35    399.9  0.362    27.9    1.0
FRB 220   826.4  35    741.4  0.695    20.3    3.0
FRB 221  1227.6  35   1142.6  -1.000    30.7    3.0
FRB 222   395.4  35    310.4  0.301    11.3    1.0
FRB 223  1170.5  35   1085.5  -1.000    12.2    2.0
FRB 224   865.8  35    780.8  0.806    12.1    2.0
FRB 225   479.3  35    394.3  0.240    46.2    3.0
FRB 226   226.3  35    141.3  0.213    24.8    2.0
FRB 227  1666.7  35   1581.7  -1.000    10.2    3.0
FRB 228   545.4  35    460.4  0.661    10.4    2.0
FRB 229   287.7  35    202.7  0.119    38.2    3.0
FRB 230   391.4  35    306.4  0.495    14.4    0.0
FRB 231  1339.5  35   1254.5  -1.000    13.3    0.0
FRB 232  2315.9  35   2230.9  -1.000    11.0    2.0
FRB 233   225.7  35    140.7  0.134    12.4    4.0
FRB 234   519.9  35    434.9  0.600    12.5    1.0
FRB 235   406.0  35    321.0  0.282    15.7    1.0
FRB 236   881.5  35    796.5  1.000    16.7    1.0
FRB 237   433.4  35    348.4  0.423    25.0    3.0
FRB 238   691.9  35    606.9  0.108   104.4    3.0
FRB 239   408.2  35    323.2  0.270    23.6    3.0
FRB 240   282.9  35    197.9  0.070    10.1    1.0
FRB 241   626.3  35    541.3  0.643    12.0    2.0
FRB 242   556.3  35    471.3  0.289    45.1    1.0
FRB 243   650.7  35    565.7  0.427    13.5    2.0
FRB 244  1191.3  35   1106.3  -1.000    19.2    2.0
FRB 245   286.6  35    201.6  0.331    23.7    4.0
FRB 246   387.7  35    302.7  0.070    19.8    0.0
FRB 247   481.9  35    396.9  0.009    40.6    3.0
FRB 248   411.0  35    326.0  0.277    19.9    4.0
FRB 249   191.4  35    106.4  0.022    52.1    2.0
FRB 250   710.1  35    625.1  0.778    69.7    2.0
FRB 251   366.7  35    281.7  0.404    82.3    2.0
FRB 252   473.7  35    388.7  0.485   247.7    3.0
FRB 253   192.3  35    107.3  0.148    14.0    1.0
FRB 254   523.3  35    438.3  0.193    87.5    1.0
FRB 255  1154.8  35   1069.8  -1.000    34.0    2.0
FRB 256  1143.4  35   1058.4  -1.000    12.8    2.0
FRB 257   406.6  35    321.6  0.144    15.2    3.0
FRB 258   248.3  35    163.3  0.205    11.1    2.0
FRB 259   390.4  35    305.4  0.335    14.4    3.0
FRB 260   110.6  35     25.6  0.003    19.3    4.0
FRB 261   419.3  35    334.3  0.213    19.8    3.0
FRB 262  1072.1  35    987.1  1.087    14.3    2.0
FRB 263   382.1  35    297.1  0.091    64.8    2.0
FRB 264   281.9  35    196.9  0.032    12.0    1.0
FRB 265   498.4  35    413.4  0.074    30.8    3.0
FRB 266   466.2  35    381.2  0.351     9.8    4.0
FRB 267   142.0  35     57.0  0.017    12.7    1.0
FRB 268   394.7  35    309.7  0.141    72.2    1.0
FRB 269   322.7  35    237.7  0.003    24.2    1.0
FRB 270   397.7  35    312.7  0.319     9.9    2.0
FRB 271   226.8  35    141.8  0.092    11.1    0.0
FRB 272   377.0  35    292.0  0.284    50.2    1.0
FRB 273  1208.6  35   1123.6  -1.000     9.9    1.0
FRB 274   681.0  35    596.0  0.883    18.5    2.0
FRB 275  1284.3  35   1199.3  -1.000    15.6    4.0
FRB 276   638.3  35    553.3  0.039    34.9    4.0
FRB 277  1245.2  35   1160.2  -1.000    10.4    2.0
FRB 278   319.0  35    234.0  0.238    17.4    0.0
FRB 279   138.9  35     53.9  0.065    21.8    0.0
FRB 280   795.2  35    710.2  0.832    17.7    2.0
FRB 281  1124.5  35   1039.5  -1.000    13.0    3.0
FRB 282   223.0  35    138.0  0.169    19.9    3.0
FRB 283   662.9  35    577.9  0.891    15.4    1.0
FRB 284   346.6  35    261.6  0.099    15.9    2.0
FRB 285   842.2  35    757.2  0.426    11.2    3.0
FRB 286   715.4  35    630.4  0.760    15.5    2.0
FRB 287   325.2  35    240.2  0.033    12.8    2.0
FRB 288   583.6  35    498.6  0.488    12.9    1.0
FRB 289  1009.9  35    924.9  0.615    26.9    3.0
FRB 290   313.3  35    228.3  0.228    14.7    2.0
FRB 291   341.7  35    256.7  0.220     9.6    2.0
FRB 292  1209.2  35   1124.2  -1.000    19.1    3.0
FRB 293   849.1  35    764.1  0.205    38.6    3.0
FRB 294   832.0  35    747.0  0.131    11.5    4.0
FRB 295   550.4  35    465.4  0.496    12.4    2.0
FRB 296   909.4  35    824.4  0.341    15.3    3.0
FRB 297   381.6  35    296.6  0.459    44.2    3.0
FRB 298   598.2  35    513.2  0.375    12.5    2.0
FRB 299   156.2  35     71.2  0.093    26.4    1.0
FRB 300   911.4  35    826.4  0.463    12.0    2.0
FRB 301   277.7  35    192.7  0.081    38.9    2.0
FRB 302   273.4  35    188.4  0.044    27.6    2.0
FRB 303   277.0  35    192.0  0.338    45.8    3.0
FRB 304   705.7  35    620.7  0.825    13.8    2.0
FRB 305   718.6  35    633.6  0.360    10.2    0.0
FRB 306   780.1  35    695.1  0.985    26.3    0.0
FRB 307   303.2  35    218.2  0.169    25.3    2.0
FRB 308   657.5  35    572.5  0.852    13.6    3.0
FRB 309   662.4  35    577.4  0.143    14.9    1.0
FRB 310   308.1  35    223.1  0.065    16.8    3.0
FRB 311   275.5  35    190.5  0.083    11.8    2.0
FRB 312   911.2  35    826.2  0.368    42.5    2.0
FRB 313   575.6  35    490.6  0.661    20.6    2.0
FRB 314   346.4  35    261.4  0.213    12.1    3.0
FRB 315   906.1  35    821.1  0.381     9.7    2.0
FRB 316   362.0  35    277.0  0.296    65.4    3.0
FRB 317  1102.5  35   1017.5  -1.000    23.4    2.0
FRB 318   264.0  35    179.0  0.106    27.3    3.0
FRB 319   523.5  35    438.5  0.527    35.4    3.0
FRB 320   874.5  35    789.5  0.137    54.1    2.0
FRB 321   243.0  35    158.0  0.125    12.7    4.0
FRB 322   271.6  35    186.6  0.183    41.6    2.0
FRB 323  1081.5  35    996.5  0.887    33.1    2.0
FRB 324   577.5  35    492.5  0.527    17.7    4.0
FRB 325   742.5  35    657.5  0.830    14.2    3.0
FRB 326   572.1  35    487.1  0.455    39.4    2.0
FRB 327  1193.0  35   1108.0  -1.000    12.4    1.0
FRB 328   123.6  35     38.6  0.061     9.8    2.0
FRB 329   543.1  35    458.1  0.458    13.6    2.0
FRB 330   533.3  35    448.3  0.434    16.0    3.0
FRB 331   192.3  35    107.3  0.110    18.8    3.0
FRB 332   364.2  35    279.2  0.426    20.2    1.0
FRB 333   287.5  35    202.5  0.143    13.8    1.0
FRB 334   103.0  35     18.0  0.002    13.2    3.0
FRB 335   650.6  35    565.6  0.413    13.2    4.0
FRB 336   728.3  35    643.3  1.007     9.8    3.0
FRB 337   739.8  35    654.8  0.207    14.2    4.0
FRB 338   586.8  35    501.8  0.643    25.4    2.0
FRB 339   680.7  35    595.7  0.446    11.5    2.0
FRB 340   391.6  35    306.6  0.390    11.0    2.0
FRB 341   643.3  35    558.3  0.336    20.2    2.0
FRB 342   247.4  35    162.4  0.009    46.1    4.0
FRB 343   337.8  35    252.8  0.229    15.6    3.0
FRB 344   685.4  35    600.4  0.509    13.6    2.0
FRB 345   429.8  35    344.8  0.175    19.8    1.0
FRB 346   316.2  35    231.2  0.332    23.7    4.0
FRB 347  1053.0  35    968.0  1.198    13.6    2.0
FRB 348   434.4  35    349.4  0.104    12.0    3.0
FRB 349   938.9  35    853.9  0.313    17.7    4.0
FRB 350   542.5  35    457.5  0.441    19.8    0.0
FRB 351   902.2  35    817.2  1.045    19.4    1.0
FRB 352   363.9  35    278.9  0.244    13.7    4.0
FRB 353  1898.3  35   1813.3  -1.000    10.4    3.0
FRB 354   274.2  35    189.2  0.069    30.5    1.0
FRB 355   482.6  35    397.6  0.355    26.0    2.0
FRB 356   517.4  35    432.4  0.062    37.8    5.0
FRB 357   317.2  35    232.2  0.086    11.2    4.0
FRB 358   206.2  35    121.2  0.114    25.0    3.0
FRB 359   272.7  35    187.7  0.270    19.3    3.0
FRB 360   693.2  35    608.2  0.761    19.1    3.0
FRB 361   489.8  35    404.8  0.349    23.7    3.0
FRB 362  1611.7  35   1526.7  -1.000    16.4    3.0
FRB 363   799.5  35    714.5  1.122    19.8    2.0
FRB 364   677.2  35    592.2  0.356    57.5    4.0
FRB 365   630.1  35    545.1  0.795     9.9    2.0
FRB 366  1262.8  35   1177.8  -1.000    36.3    1.0
FRB 367   828.9  35    743.9  0.920    57.7    3.0
FRB 368  1090.5  35   1005.5  -1.000    11.5    4.0
FRB 369   150.0  35     65.0  0.037    57.0    0.0
FRB 370   826.0  35    741.0  1.046    13.9    3.0
FRB 371  1030.5  35    945.5  1.387    14.9    2.0
FRB 372   208.6  35    123.6  0.150    15.0    1.0
FRB 373  1066.9  35    981.9  1.001    17.7    3.0
FRB 374  1065.9  35    980.9  1.496    17.9    3.0
FRB 375  1514.4  35   1429.4  -1.000    15.3    4.0
FRB 376   529.5  35    444.5  0.238    66.7    2.0
FRB 377   461.7  35    376.7  0.400    11.8    2.0
FRB 378   860.9  35    775.9  0.252    11.3    2.0
FRB 379   450.5  35    365.5  0.387    31.4    1.0
FRB 380   298.1  35    213.1  0.050    79.3    3.0
FRB 381   433.6  35    348.6  0.224    41.3    1.0
FRB 382   269.6  35    184.6  0.150    13.4    1.0
FRB 383  2133.9  35   2048.9  -1.000     9.8    1.0
FRB 384   476.5  35    391.5  0.044     9.9    2.0
FRB 385   281.4  35    196.4  0.191    40.5    2.0
FRB 386   602.3  35    517.3  0.461    13.2    3.0
FRB 387   279.9  35    194.9  0.140    84.1    2.0
FRB 388   531.3  35    446.3  0.403    12.1    2.0
FRB 389   645.5  35    560.5  0.520    13.4    0.0
FRB 390  1565.6  35   1480.6  -1.000    12.5    4.0
FRB 391   574.9  35    489.9  0.658    26.8    4.0
FRB 392   790.6  35    705.6  0.237    24.8    2.0
FRB 393   275.7  35    190.7  0.204    23.8    2.0
FRB 394   371.0  35    286.0  0.321    11.4    3.0
FRB 395   372.6  35    287.6  0.309    16.1    1.0
FRB 396   693.5  35    608.5  0.612    29.8    3.0
FRB 397   453.3  35    368.3  0.192    18.7    3.0
FRB 398   210.2  35    125.2  0.044     9.5    1.0
FRB 399   697.0  35    612.0  0.894    26.5    2.0
FRB 400   926.9  35    841.9  0.838    11.9    3.0
FRB 401   834.8  35    749.8  0.645    30.5    3.0
FRB 402   373.4  35    288.4  0.004    24.4    2.0
FRB 403   759.4  35    674.4  0.341    15.4    2.0
FRB 404   685.1  35    600.1  0.558    31.2    2.0
FRB 405   663.1  35    578.1  0.353    12.8    1.0
FRB 406   195.0  35    110.0  0.091    11.8    0.0
FRB 407   664.0  35    579.0  0.654    16.4    1.0
FRB 408   272.3  35    187.3  0.245    11.7    2.0
FRB 409  1183.7  35   1098.7  -1.000    14.3    2.0
FRB 410   324.3  35    239.3  0.056    14.4    2.0
FRB 411   792.6  35    707.6  0.228    12.3    1.0
FRB 412   258.5  35    173.5  0.235    10.7    4.0
FRB 413   413.9  35    328.9  0.213    12.6    4.0
FRB 414  1163.8  35   1078.8  -1.000    13.0    3.0
FRB 415   334.2  35    249.2  0.053    20.5    1.0
FRB 416   491.4  35    406.4  0.449    31.3    1.0
FRB 417   581.0  35    496.0  0.066    18.5    2.0
FRB 418   385.0  35    300.0  0.279     9.6    2.0
FRB 419   414.4  35    329.4  0.200    45.2    3.0
FRB 420  1656.5  35   1571.5  -1.000     9.7    1.0
FRB 421   981.8  35    896.8  1.185    17.2    2.0
FRB 422   762.9  35    677.9  0.908    14.5    2.0
FRB 423   449.3  35    364.3  0.270    26.5    2.0
FRB 424   168.8  35     83.8  0.075    11.3    3.0
FRB 425   743.0  35    658.0  0.073    12.4    1.0
FRB 426  1134.8  35   1049.8  -1.000    43.6    3.0
FRB 427   608.6  35    523.6  0.302    24.9    1.0
FRB 428  1243.2  35   1158.2  -1.000    15.4    2.0
FRB 429   883.8  35    798.8  1.045    30.9    3.0
FRB 430   142.4  35     57.4  0.035    14.6    3.0
FRB 431   258.4  35    173.4  0.099    29.1    4.0
FRB 432  1115.8  35   1030.8  -1.000    11.2    2.0
FRB 433  1267.0  35   1182.0  -1.000    16.4    1.0
FRB 434   664.0  35    579.0  0.603    11.5    1.0
FRB 435   470.3  35    385.3  0.025    14.5    5.0
FRB 436   332.1  35    247.1  0.082    23.8    3.0
FRB 437  1252.2  35   1167.2  -1.000     9.6    0.0
FRB 438   460.4  35    375.4  0.534    43.5    2.0
FRB 439   712.8  35    627.8  0.189    13.7    2.0
FRB 440   335.6  35    250.6  0.168    18.2    3.0
FRB 441   511.7  35    426.7  0.615    36.4    4.0
FRB 442   770.7  35    685.7  0.632    24.2    2.0
FRB 443   247.6  35    162.6  0.173    13.7    0.0
FRB 444   679.0  35    594.0  0.301    20.5    2.0
FRB 445   417.8  35    332.8  0.323    10.0    2.0
FRB 446   612.9  35    527.9  0.682     9.9    2.0
FRB 447   333.6  35    248.6  0.224    16.6    5.0
FRB 448   397.1  35    312.1  0.485    19.5    4.0
FRB 449   236.8  35    151.8  0.096    12.0    2.0
FRB 450   683.3  35    598.3  0.307    31.4    4.0
FRB 451   795.5  35    710.5  0.975    11.7    0.0
FRB 452   710.5  35    625.5  0.530    10.8    2.0
FRB 453   760.1  35    675.1  0.727    11.9    2.0
FRB 454   432.6  35    347.6  0.054    36.2    3.0
FRB 455  1042.9  35    957.9  0.943    11.3    1.0
FRB 456   171.3  35     86.3  0.029    45.2    2.0
FRB 457   240.6  35    155.6  0.093    15.8    4.0
FRB 458   192.5  35    107.5  0.062   1570.3    1.0
FRB 459   813.8  35    728.8  0.802    11.3    4.0
FRB 460   909.3  35    824.3  0.555    21.1    2.0
FRB 461   281.9  35    196.9  0.134    73.3    2.0
FRB 462   310.7  35    225.7  0.174    15.7    3.0
FRB 463   757.3  35    672.3  0.639     9.7    3.0
FRB 464   285.1  35    200.1  0.289    57.9    2.0
FRB 465   816.0  35    731.0  1.103    36.7    3.0
FRB 466   428.8  35    343.8  0.213    14.2    2.0
FRB 467   736.5  35    651.5  0.659     9.8    1.0
FRB 468   223.6  35    138.6  0.109    37.3    2.0
FRB 469   610.0  35    525.0  0.366    22.0    0.0
FRB 470   204.3  35    119.3  0.153    16.8    2.0
FRB 471   410.0  35    325.0  0.462    14.3    4.0
FRB 472   365.5  35    280.5  0.314    45.3    4.0
FRB 473   152.2  35     67.2  0.011    40.7    3.0
FRB 474   636.2  35    551.2  0.519    10.2    3.0
FRB 475   974.9  35    889.9  0.545    21.2    4.0
