BW    288 #MHz
FRES  1 #MHz
DIAM 12
NBEAMS 36
BEAM lat50_log #prefix of beam file
FBAR 1320
TRES  1.7 #ms
SNRTHRESH 9.5
NFRB 5000
NORM_FRB 5000
TOBS 96.65 # days of 100% efficient operation
THRESH 0.99 #Jy ms to 1 ms burst [ 22 Jy ms / 24 antennas *sqrt{336/288} bandwidth factor]
KEY ID 	DM    	DMG     DMEG	Z	SNR	WIDTH
FRB 141   160.2  35     75.2  0.029    21.6    0.0 
FRB 142   727.8  35    642.8  0.399    16.8    1.0 
FRB 143   746.5  35    661.5  1.004    34.3    0.0 
FRB 144   687.4  35    602.4  0.279   111.5    2.0 
FRB 145   604.6  35    519.6  0.618    11.7    2.0 
FRB 146   912.3  35    827.3  0.991    14.9    1.0 
FRB 147   296.3  35    211.3  0.257    36.4    4.0 
FRB 148   401.9  35    316.9  0.295    12.0    2.0 
FRB 149   456.3  35    371.3  0.351    59.0    3.0 
FRB 150   140.3  35     55.3  0.011    11.1    3.0 
FRB 151   274.2  35    189.2  0.195   252.3    3.0 
FRB 152   660.7  35    575.7  0.492    19.8    3.0 
FRB 153   397.0  35    312.0  0.066    16.5    3.0 
FRB 154   540.6  35    455.6  0.621    16.2    1.0 
FRB 155   400.3  35    315.3  0.310    10.4    2.0 
FRB 156   721.6  35    636.6  0.667    11.3    3.0 
FRB 157   265.7  35    180.7  0.106    16.5    2.0 
FRB 158  1651.3  35   1566.3  1.185    10.0    2.0 
FRB 159  1456.1  35   1371.1  1.352    10.5    3.0 
FRB 160   462.2  35    377.2  0.284    28.6    2.0 
FRB 161  1142.6  35   1057.6  1.056    15.9    3.0 
FRB 162   991.9  35    906.9  0.907    19.2    3.0 
FRB 163  1292.7  35   1207.7  1.495    11.7    2.0 
FRB 164   487.4  35    402.4  0.730    10.4    4.0 
FRB 165   927.0  35    842.0  0.622    14.4    3.0 
FRB 166   244.9  35    159.9  0.034    10.4    4.0 
FRB 167   253.7  35    168.7  0.193    27.9    2.0 
FRB 168   288.9  35    203.9  0.224    11.8    2.0 
FRB 169   228.8  35    143.8  0.107    16.8    0.0 
FRB 170   670.2  35    585.2  0.757    17.8    0.0 
FRB 171   528.9  35    443.9  0.535    15.6    3.0 
FRB 172   789.2  35    704.2  0.103   104.6    5.0 
FRB 173   681.1  35    596.1  0.751    11.1    0.0 
FRB 174   405.1  35    320.1  0.105    67.6    3.0 
FRB 175   982.8  35    897.8  1.088    12.9    2.0 
FRB 176   455.6  35    370.6  0.456    14.0    3.0 
FRB 177   809.6  35    724.6  0.945    11.2    1.0 
FRB 178   285.5  35    200.5  0.034    38.4    3.0 
FRB 179   726.8  35    641.8  0.039    10.8    3.0 
FRB 180   278.1  35    193.1  0.237    26.9    3.0 
FRB 181   379.4  35    294.4  0.117    10.8    0.0 
FRB 182   236.1  35    151.1  0.039    16.8    3.0 
FRB 183   313.7  35    228.7  0.192    12.1    2.0 
FRB 184   305.0  35    220.0  0.279   365.3    1.0 
FRB 185   472.9  35    387.9  0.320    19.0    1.0 
FRB 186   568.3  35    483.3  0.550     9.6    2.0 
FRB 187   889.9  35    804.9  0.837    13.0    3.0 
FRB 188   429.4  35    344.4  0.270    13.4    2.0 
FRB 189   747.9  35    662.9  0.723    17.4    3.0 
FRB 190   534.2  35    449.2  0.277    26.0    2.0 
FRB 191  1330.2  35   1245.2  0.779    15.0    4.0 
FRB 192   234.2  35    149.2  0.204    61.5    1.0 
FRB 193  2665.7  35   2580.7  0.028     9.6    4.0 
FRB 194   637.6  35    552.6  0.186    78.8    3.0 
FRB 195   707.6  35    622.6  0.642    14.5    3.0 
FRB 196   322.4  35    237.4  0.096    16.6    2.0 
FRB 197   593.5  35    508.5  0.690    19.0    2.0 
FRB 198  1501.6  35   1416.6  0.037    15.8    4.0 
FRB 199   714.2  35    629.2  0.984    14.9    2.0 
FRB 200  1451.3  35   1366.3  1.553    10.1    2.0 
FRB 201   565.9  35    480.9  0.135    10.3    4.0 
FRB 202   180.9  35     95.9  0.049    12.5    3.0 
FRB 203   490.9  35    405.9  0.402    11.6    2.0 
FRB 204   371.7  35    286.7  0.330    35.2    4.0 
FRB 205   401.0  35    316.0  0.104   254.3    2.0 
FRB 206   177.6  35     92.6  0.026    10.1    4.0 
FRB 207   820.6  35    735.6  0.187    10.5    3.0 
FRB 208  1082.9  35    997.9  1.041    13.9    2.0 
FRB 209   388.4  35    303.4  0.323    14.1    2.0 
FRB 210   908.8  35    823.8  1.048    10.6    2.0 
FRB 211   541.8  35    456.8  0.060    97.7    3.0 
FRB 212   405.4  35    320.4  0.554    16.8    4.0 
FRB 213   328.6  35    243.6  0.136    11.9    0.0 
FRB 214   824.8  35    739.8  0.841    15.8    2.0 
FRB 215   406.3  35    321.3  0.234    25.9    2.0 
FRB 216   711.0  35    626.0  0.798    11.5    3.0 
FRB 217   473.7  35    388.7  0.510    13.3    3.0 
FRB 218   481.3  35    396.3  0.390    56.5    4.0 
FRB 219  1144.8  35   1059.8  0.793    24.8    2.0 
FRB 220   367.9  35    282.9  0.061     9.6    2.0 
FRB 221   364.2  35    279.2  0.398    65.8    2.0 
FRB 222   373.5  35    288.5  0.117    18.5    3.0 
FRB 223   507.8  35    422.8  0.741    42.3    2.0 
FRB 224   271.0  35    186.0  0.063    14.3    3.0 
FRB 225   908.7  35    823.7  0.701    13.6    3.0 
FRB 226   545.0  35    460.0  0.362    23.3    2.0 
FRB 227   561.3  35    476.3  0.466    21.3    1.0 
FRB 228   825.9  35    740.9  0.603    14.7    3.0 
FRB 229   809.5  35    724.5  0.265    61.8    4.0 
FRB 230   417.8  35    332.8  0.306   148.9    3.0 
FRB 231  1487.8  35   1402.8  1.070    15.5    2.0 
FRB 232   479.0  35    394.0  0.330     9.6    2.0 
FRB 233  1538.1  35   1453.1  0.445    16.3    3.0 
FRB 234  1175.0  35   1090.0  1.384     9.6    2.0 
FRB 235   904.6  35    819.6  0.782    27.7    3.0 
FRB 236   753.4  35    668.4  0.568    19.6    3.0 
FRB 237   647.3  35    562.3  0.136   105.6    0.0 
FRB 238   440.4  35    355.4  0.194    11.1    2.0 
FRB 239   229.7  35    144.7  0.095    14.7    3.0 
FRB 240   229.0  35    144.0  0.207    16.2    0.0 
FRB 241   965.9  35    880.9  0.955    27.1    2.0 
FRB 242   471.5  35    386.5  0.312     9.7    4.0 
FRB 243  1161.8  35   1076.8  0.653    13.4    4.0 
FRB 244  1107.8  35   1022.8  1.387    12.0    3.0 
FRB 245   618.2  35    533.2  0.466    17.3    1.0 
FRB 246   797.9  35    712.9  0.623    17.5    4.0 
FRB 247   608.7  35    523.7  0.569    15.7    3.0 
FRB 248   532.0  35    447.0  0.686    10.8    1.0 
FRB 249   468.7  35    383.7  0.150    27.4    5.0 
FRB 250   363.2  35    278.2  0.017    10.2    4.0 
FRB 251   902.2  35    817.2  0.882    19.6    1.0 
FRB 252   500.9  35    415.9  0.478    12.7    1.0 
FRB 253   650.5  35    565.5  0.315    42.6    1.0 
FRB 254   906.9  35    821.9  0.380    21.7    3.0 
FRB 255   900.3  35    815.3  1.022    15.6    0.0 
FRB 256   285.0  35    200.0  0.115    24.1    4.0 
FRB 257   251.4  35    166.4  0.160   137.9    3.0 
FRB 258   317.6  35    232.6  0.025    27.2    3.0 
FRB 259   216.8  35    131.8  0.126    20.7    0.0 
FRB 260   555.4  35    470.4  0.227    18.5    2.0 
FRB 261   331.0  35    246.0  0.204    10.9    3.0 
FRB 262   715.7  35    630.7  0.748    15.2    3.0 
FRB 263   658.5  35    573.5  0.374    18.4    1.0 
FRB 264   660.1  35    575.1  0.298    13.9    3.0 
FRB 265  1110.0  35   1025.0  0.784    15.4    1.0 
FRB 266   340.4  35    255.4  0.306    23.5    2.0 
FRB 267   536.8  35    451.8  0.618    10.5    3.0 
FRB 268   455.2  35    370.2  0.557     9.7    1.0 
FRB 269   859.6  35    774.6  0.668    27.4    3.0 
FRB 270   380.9  35    295.9  0.024    73.0    3.0 
FRB 271  1188.0  35   1103.0  1.181     9.9    3.0 
FRB 272   569.4  35    484.4  0.221    18.8    3.0 
FRB 273   448.5  35    363.5  0.345    14.3    3.0 
FRB 274   720.2  35    635.2  0.498    31.2    3.0 
FRB 275   356.7  35    271.7  0.104    25.9    0.0 
FRB 276  1128.3  35   1043.3  0.883    17.9    1.0 
FRB 277   228.3  35    143.3  0.021    12.3    2.0 
FRB 278   523.0  35    438.0  0.701    16.2    1.0 
FRB 279   778.4  35    693.4  1.056    10.9    3.0 
FRB 280   232.8  35    147.8  0.175    46.4    2.0 
FRB 281  1182.4  35   1097.4  0.957    16.3    3.0 
FRB 282   631.7  35    546.7  0.812    23.1    3.0 
FRB 283   398.2  35    313.2  0.420    18.3    4.0 
FRB 284   439.6  35    354.6  0.481    32.5    3.0 
FRB 285   789.1  35    704.1  0.708    34.1    3.0 
FRB 286   621.4  35    536.4  0.535    24.7    3.0 
FRB 287   681.7  35    596.7  0.954    19.0    3.0 
FRB 288   640.6  35    555.6  0.613    11.2    2.0 
FRB 289  1308.7  35   1223.7  1.050    10.0    0.0 
FRB 290   611.5  35    526.5  0.039    63.3    1.0 
FRB 291   187.4  35    102.4  0.044    20.7    2.0 
FRB 292   617.9  35    532.9  0.302    15.1    2.0 
FRB 293   308.0  35    223.0  0.250    11.5    0.0 
FRB 294   380.6  35    295.6  0.324    21.9    1.0 
FRB 295   709.1  35    624.1  0.194    11.7    2.0 
FRB 296   750.1  35    665.1  0.951    12.4    2.0 
FRB 297   806.8  35    721.8  0.657    64.4    1.0 
FRB 298   752.1  35    667.1  0.667    14.1    3.0 
FRB 299   825.9  35    740.9  1.112    19.9    2.0 
FRB 300   886.6  35    801.6  0.417    14.3    1.0 
FRB 301   381.4  35    296.4  0.380    11.6    4.0 
FRB 302   324.5  35    239.5  0.043    10.2    3.0 
FRB 303   265.3  35    180.3  0.166    65.8    2.0 
FRB 304   544.4  35    459.4  0.426    10.8    2.0 
FRB 305   424.6  35    339.6  0.287    24.9    1.0 
FRB 306  1113.0  35   1028.0  0.505    23.4    2.0 
FRB 307   535.3  35    450.3  0.184    11.3    2.0 
FRB 308   603.7  35    518.7  0.672    10.2    3.0 
FRB 309  1244.1  35   1159.1  1.263    10.5    1.0 
FRB 310   334.9  35    249.9  0.179    13.1    2.0 
FRB 311  1377.1  35   1292.1  0.821     9.7    4.0 
FRB 312   954.7  35    869.7  0.766    14.3    3.0 
FRB 313   460.7  35    375.7  0.092    10.5    5.0 
FRB 314   263.3  35    178.3  0.194    17.0    3.0 
FRB 315   532.0  35    447.0  0.279    16.5    3.0 
FRB 316   153.7  35     68.7  0.105   237.2    3.0 
FRB 317   751.1  35    666.1  0.577    12.9    2.0 
FRB 318   265.4  35    180.4  0.035    12.4    3.0 
FRB 319   197.1  35    112.1  0.159    20.2    2.0 
FRB 320   323.6  35    238.6  0.098    15.5    2.0 
FRB 321  2536.8  35   2451.8  0.536    11.9    2.0 
FRB 322  1230.2  35   1145.2  0.310    14.6    5.0 
FRB 323   482.3  35    397.3  0.408    10.4    3.0 
FRB 324   729.1  35    644.1  0.363    25.6    2.0 
FRB 325   427.8  35    342.8  0.433    25.1    3.0 
FRB 326   941.2  35    856.2  0.420    11.5    2.0 
FRB 327   639.4  35    554.4  0.711    12.9    4.0 
FRB 328  1375.0  35   1290.0  0.203   125.6    0.0 
FRB 329   817.3  35    732.3  0.025    34.3    2.0 
FRB 330   341.3  35    256.3  0.152    20.4    1.0 
FRB 331   342.0  35    257.0  0.320    22.5    3.0 
FRB 332   935.1  35    850.1  1.070    13.3    1.0 
FRB 333   395.5  35    310.5  0.374    43.7    1.0 
FRB 334   685.6  35    600.6  0.006    10.9    1.0 
FRB 335  1152.2  35   1067.2  0.578    28.4    3.0 
FRB 336   262.0  35    177.0  0.023    10.8    3.0 
FRB 337   968.2  35    883.2  0.637    16.4    2.0 
FRB 338   519.5  35    434.5  0.410    19.4    4.0 
FRB 339  1112.4  35   1027.4  1.342    12.6    2.0 
FRB 340   710.8  35    625.8  0.266    20.4    2.0 
FRB 341   902.6  35    817.6  0.770    19.0    3.0 
FRB 342   497.0  35    412.0  0.628    12.8    3.0 
FRB 343   480.5  35    395.5  0.305    22.9    2.0 
FRB 344   951.4  35    866.4  1.104    10.8    3.0 
FRB 345  1214.7  35   1129.7  1.060    13.1    2.0 
FRB 346   434.6  35    349.6  0.040    11.3    2.0 
FRB 347   650.9  35    565.9  0.414    51.0    3.0 
FRB 348   351.2  35    266.2  0.181   125.4    3.0 
FRB 349  1060.8  35    975.8  0.983    10.0    2.0 
FRB 350  1121.7  35   1036.7  0.839    14.6    3.0 
FRB 351   457.3  35    372.3  0.303    18.9    2.0 
FRB 352  1262.8  35   1177.8  0.971    14.4    2.0 
FRB 353   423.5  35    338.5  0.360    12.3    0.0 
FRB 354   417.5  35    332.5  0.128    11.5    2.0 
FRB 355   730.8  35    645.8  0.894    23.1    3.0 
FRB 356   727.8  35    642.8  0.568    10.1    2.0 
FRB 357   388.2  35    303.2  0.372    12.7    3.0 
FRB 358   450.3  35    365.3  0.475    68.0    1.0 
FRB 359   262.3  35    177.3  0.048   1435.2    3.0 
FRB 360   625.2  35    540.2  0.171    15.9    4.0 
FRB 361   477.3  35    392.3  0.506     9.8    3.0 
FRB 362   195.8  35    110.8  0.065    58.3    2.0 
FRB 363   542.2  35    457.2  0.314    10.4    4.0 
FRB 364   165.3  35     80.3  0.015    11.4    3.0 
FRB 365   410.5  35    325.5  0.374    40.9    3.0 
FRB 366   788.3  35    703.3  0.841    26.2    1.0 
FRB 367   345.5  35    260.5  0.051    10.0    3.0 
FRB 368   285.1  35    200.1  0.166   114.8    1.0 
FRB 369   940.3  35    855.3  0.874    10.4    3.0 
FRB 370   971.1  35    886.1  0.807    30.6    2.0 
FRB 371  1008.4  35    923.4  1.093    17.7    1.0 
FRB 372   316.8  35    231.8  0.177    35.7    4.0 
FRB 373  1052.4  35    967.4  1.035    12.5    3.0 
FRB 374   172.7  35     87.7  0.134    18.3    4.0 
FRB 375   516.4  35    431.4  0.502    10.8    2.0 
FRB 376   274.6  35    189.6  0.084    15.3    2.0 
FRB 377  1569.0  35   1484.0  0.801    10.4    2.0 
FRB 378   521.9  35    436.9  0.341    19.0    1.0 
FRB 379   973.9  35    888.9  1.033    23.0    1.0 
FRB 380   764.5  35    679.5  0.634    19.8    2.0 
FRB 381  1105.7  35   1020.7  1.045    12.0    2.0 
FRB 382  1217.4  35   1132.4  1.436     9.7    2.0 
FRB 383  1327.8  35   1242.8  0.443     9.7    1.0 
FRB 384   561.7  35    476.7  0.682    16.1    2.0 
FRB 385   404.1  35    319.1  0.427    26.9    2.0 
FRB 386  1041.2  35    956.2  1.182    14.1    3.0 
FRB 387   393.9  35    308.9  0.357    13.9    2.0 
FRB 388   280.3  35    195.3  0.080    81.7    2.0 
FRB 389   843.7  35    758.7  0.844    15.8    3.0 
FRB 390   795.7  35    710.7  1.067    17.1    3.0 
FRB 391   325.8  35    240.8  0.320     9.8    1.0 
FRB 392   401.0  35    316.0  0.119    19.4    3.0 
FRB 393   398.5  35    313.5  0.393    66.4    3.0 
FRB 394   198.7  35    113.7  0.025    12.6    2.0 
FRB 395   558.4  35    473.4  0.468    19.6    1.0 
FRB 396   206.8  35    121.8  0.006    68.7    3.0 
FRB 397   296.2  35    211.2  0.058   158.8    2.0 
FRB 398  1227.4  35   1142.4  1.311    10.0    3.0 
FRB 399   897.2  35    812.2  0.722    13.2    4.0 
FRB 400   391.7  35    306.7  0.072    10.2    1.0 
FRB 401  1179.7  35   1094.7  0.711    11.0    2.0 
FRB 402  1643.4  35   1558.4  1.055    10.1    2.0 
FRB 403   453.1  35    368.1  0.555    10.1    1.0 
FRB 404   778.9  35    693.9  0.691    16.2    2.0 
FRB 405   297.2  35    212.2  0.237    12.3    1.0 
FRB 406   216.3  35    131.3  0.179    13.3    5.0 
FRB 407  1459.6  35   1374.6  0.985    21.5    2.0 
FRB 408   741.0  35    656.0  0.858    11.9    4.0 
FRB 409   780.1  35    695.1  0.700    15.2    0.0 
FRB 410   922.7  35    837.7  0.874    15.1    2.0 
FRB 411   871.5  35    786.5  1.020    12.5    3.0 
FRB 412   996.9  35    911.9  0.915    14.5    2.0 
FRB 413   837.1  35    752.1  0.784    26.9    1.0 
FRB 414   358.5  35    273.5  0.319    46.8    1.0 
FRB 415   351.0  35    266.0  0.268    11.9    3.0 
FRB 416   167.3  35     82.3  0.126    11.8    3.0 
FRB 417   737.6  35    652.6  0.710    12.4    3.0 
FRB 418   812.1  35    727.1  1.004    11.6    3.0 
FRB 419   862.7  35    777.7  0.646    17.1    3.0 
FRB 420   929.1  35    844.1  1.139    20.5    2.0 
FRB 421   826.2  35    741.2  1.026    11.5    1.0 
FRB 422   679.2  35    594.2  0.713    54.8    2.0 
FRB 423   681.5  35    596.5  0.570    12.1    2.0 
FRB 424   618.8  35    533.8  0.559    22.4    2.0 
FRB 425   542.2  35    457.2  0.461    21.9    3.0 
FRB 426   498.8  35    413.8  0.592    11.0    3.0 
FRB 427   193.4  35    108.4  0.057    14.3    1.0 
FRB 428   331.7  35    246.7  0.017    10.2    3.0 
FRB 429   482.5  35    397.5  0.155   183.6    0.0 
FRB 430   293.9  35    208.9  0.252    12.4    3.0 
FRB 431   758.1  35    673.1  0.659    10.0    2.0 
FRB 432   191.6  35    106.6  0.063     9.6    3.0 
FRB 433   996.2  35    911.2  0.709    12.2    2.0 
FRB 434   673.7  35    588.7  0.605    16.7    1.0 
FRB 435   591.2  35    506.2  0.017    15.1    3.0 
FRB 436   150.7  35     65.7  0.043    11.5    2.0 
FRB 437   718.8  35    633.8  0.644     9.8    5.0 
FRB 438   314.6  35    229.6  0.212   282.7    1.0 
FRB 439  1006.7  35    921.7  1.079    17.6    2.0 
FRB 440   529.4  35    444.4  0.140    13.8    2.0 
FRB 441  1192.4  35   1107.4  1.412    12.2    2.0 
FRB 442  1279.5  35   1194.5  1.130    10.4    2.0 
FRB 443   768.9  35    683.9  0.433    23.2    2.0 
FRB 444   569.7  35    484.7  0.573    19.8    2.0 
FRB 445   390.0  35    305.0  0.087     9.5    3.0 
FRB 446   777.5  35    692.5  0.666    12.1    3.0 
FRB 447  1157.3  35   1072.3  1.117    10.7    0.0 
FRB 448   157.6  35     72.6  0.071    10.4    1.0 
FRB 449  1604.6  35   1519.6  1.728     9.9    2.0 
FRB 450  1107.9  35   1022.9  0.623    19.4    3.0 
FRB 451   627.2  35    542.2  0.074    12.4    2.0 
FRB 452   383.9  35    298.9  0.109    17.6    2.0 
FRB 453   111.9  35     26.9  0.012    23.2    4.0 
FRB 454   839.2  35    754.2  0.199     9.6    5.0 
FRB 455  1059.8  35    974.8  0.350    15.5    3.0 
FRB 456   106.4  35     21.4  0.021    19.9    1.0 
FRB 457   145.2  35     60.2  0.027   143.7    3.0 
FRB 458   501.1  35    416.1  0.462    31.5    3.0 
FRB 459   930.3  35    845.3  0.306    13.2    2.0 
FRB 460   712.5  35    627.5  0.430    33.5    4.0 
FRB 461  2794.6  35   2709.6  0.283    33.3    3.0 
