BW    288 #MHz
FRES  1 #MHz
NFRB 1 #Number of FRBs
DIAM 12
NBEAMS 36
BEAM lat50_log #prefix of beam file
FBAR 1320
TRES  1.7 #ms
SNRTHRESH 9.5
NFRB 1000
NORM_FRB 1000
TOBS 966.5 # days of 100% efficient operation
THRESH 0.99 #Jy ms to 1 ms burst [ 22 Jy ms / 24 antennas *sqrt{336/288} bandwidth factor]
KEY ID 	DM    	DMG     DMEG	Z	SNR	WIDTH
FRB 148   338.7  35    253.7  0.398    16.1    1.0
FRB 149   876.5  35    791.5  0.615    20.3    2.0
FRB 150   910.8  35    825.8  1.197    15.5    2.0
FRB 151  1071.4  35    986.4  0.983    15.5    2.0
FRB 152   434.8  35    349.8  0.188    39.8    2.0
FRB 153   460.9  35    375.9  0.308    13.1    3.0
FRB 154   396.2  35    311.2  0.470    27.4    3.0
FRB 155   121.7  35     36.7  0.012    12.6    1.0
FRB 156   504.2  35    419.2  0.382    22.2    3.0
FRB 157   640.0  35    555.0  0.908    38.4    2.0
FRB 158   697.1  35    612.1  0.911    14.4    3.0
FRB 159   788.2  35    703.2  0.165    76.0    2.0
FRB 160   485.2  35    400.2  0.168    20.3    1.0
FRB 161   740.8  35    655.8  0.689    12.6    2.0
FRB 162   281.1  35    196.1  0.186     9.9    0.0
FRB 163   469.4  35    384.4  0.308    14.5    3.0
FRB 164   599.5  35    514.5  0.136     9.8    1.0
FRB 165   250.4  35    165.4  0.062    25.4    3.0
FRB 166   648.9  35    563.9  0.615    14.3    1.0
FRB 167   827.1  35    742.1  0.381    84.5    3.0
FRB 168   403.4  35    318.4  0.485    11.5    2.0
FRB 169   603.3  35    518.3  0.595    18.9    1.0
FRB 170  1181.6  35   1096.6  -1.000     9.5    2.0
FRB 171   882.6  35    797.6  0.056    10.0    3.0
FRB 172   365.8  35    280.8  0.120    12.0    1.0
FRB 173   177.1  35     92.1  0.106    29.8    2.0
FRB 174   759.8  35    674.8  0.067    11.1    3.0
FRB 175   447.1  35    362.1  0.559    29.2    1.0
FRB 176   202.8  35    117.8  0.169    18.3    2.0
FRB 177   739.0  35    654.0  1.104    10.6    2.0
FRB 178   882.4  35    797.4  1.069    23.5    2.0
FRB 179   777.4  35    692.4  1.011    10.3    2.0
FRB 180   428.4  35    343.4  0.293    19.0    4.0
FRB 181   742.9  35    657.9  0.680    17.4    4.0
FRB 182   478.5  35    393.5  0.572    10.7    3.0
FRB 183  1132.1  35   1047.1  -1.000    10.2    2.0
FRB 184   931.9  35    846.9  0.550    19.9    3.0
FRB 185   615.0  35    530.0  0.898    20.4    3.0
FRB 186   511.3  35    426.3  0.190    30.6    0.0
FRB 187   778.6  35    693.6  0.740    34.6    0.0
FRB 188   175.6  35     90.6  0.135    10.2    4.0
FRB 189   474.4  35    389.4  0.232     9.6    3.0
FRB 190   752.6  35    667.6  0.956    22.3    1.0
FRB 191   921.8  35    836.8  0.734    10.8    4.0
FRB 192  1192.8  35   1107.8  -1.000    15.7    4.0
FRB 193   288.5  35    203.5  0.171     9.5    2.0
FRB 194   538.8  35    453.8  0.615    51.0    2.0
FRB 195   298.0  35    213.0  0.097    18.1    1.0
FRB 196   277.6  35    192.6  0.052    55.3    2.0
FRB 197   406.4  35    321.4  0.344    22.4    2.0
FRB 198   131.0  35     46.0  0.081    76.7    1.0
FRB 199   933.6  35    848.6  0.754    15.5    3.0
FRB 200   642.6  35    557.6  0.138    11.4    2.0
FRB 201   427.6  35    342.6  0.344    30.6    3.0
FRB 202   407.7  35    322.7  0.345    24.0    4.0
FRB 203   312.5  35    227.5  0.271    10.5    1.0
FRB 204   416.7  35    331.7  0.066    10.9    3.0
FRB 205   355.4  35    270.4  0.443    10.4    0.0
FRB 206   559.3  35    474.3  0.656    14.4    3.0
FRB 207   711.7  35    626.7  0.958    10.3    4.0
FRB 208   637.1  35    552.1  0.633    16.3    1.0
FRB 209   540.6  35    455.6  0.535    27.2    3.0
FRB 210   437.4  35    352.4  0.516    37.1    3.0
FRB 211  1072.6  35    987.6  1.494    14.6    2.0
FRB 212   153.9  35     68.9  0.026    22.7    1.0
FRB 213   334.3  35    249.3  0.304     9.6    3.0
FRB 214   254.0  35    169.0  0.149    11.9    2.0
FRB 215   386.8  35    301.8  0.074   298.7    3.0
FRB 216   285.7  35    200.7  0.204   196.8    3.0
FRB 217   328.7  35    243.7  0.266    11.1    4.0
FRB 218   201.0  35    116.0  0.093    24.8    3.0
FRB 219   252.9  35    167.9  0.189    42.9    3.0
FRB 220   462.7  35    377.7  0.531    15.8    3.0
FRB 221   311.2  35    226.2  0.078    38.8    2.0
FRB 222   492.7  35    407.7  0.217    15.1    2.0
FRB 223   301.9  35    216.9  0.138    12.0    2.0
FRB 224   879.0  35    794.0  0.833     9.6    3.0
FRB 225   382.8  35    297.8  0.401    15.7    1.0
FRB 226   721.0  35    636.0  0.403    16.4    4.0
FRB 227   846.1  35    761.1  1.192    11.9    1.0
FRB 228   225.0  35    140.0  0.052   119.7    1.0
FRB 229  1013.8  35    928.8  0.811    10.5    3.0
FRB 230   721.7  35    636.7  0.030    28.0    1.0
FRB 231  1290.2  35   1205.2  -1.000    13.4    3.0
FRB 232   120.8  35     35.8  0.004    17.7    1.0
FRB 233   769.0  35    684.0  0.340    17.1    3.0
FRB 234   817.1  35    732.1  0.738    17.8    4.0
FRB 235   265.7  35    180.7  0.070    65.5    3.0
FRB 236   383.9  35    298.9  0.071    16.6    3.0
FRB 237   364.9  35    279.9  0.263    51.0    5.0
FRB 238   327.8  35    242.8  0.290    11.0    3.0
FRB 239   363.6  35    278.6  0.476    30.0    3.0
FRB 240   443.5  35    358.5  0.411   133.7    2.0
FRB 241  1252.9  35   1167.9  -1.000    10.4    2.0
FRB 242   584.8  35    499.8  0.634     9.6    1.0
FRB 243   398.2  35    313.2  0.360    29.3    1.0
FRB 244   304.4  35    219.4  0.323    65.0    2.0
FRB 245   405.8  35    320.8  0.373    31.0    1.0
FRB 246   856.5  35    771.5  0.953     9.8    1.0
FRB 247   407.3  35    322.3  0.448    14.9    3.0
FRB 248   579.1  35    494.1  0.584    11.6    3.0
FRB 249   459.7  35    374.7  0.525    44.8    2.0
FRB 250   734.4  35    649.4  0.819    11.3    2.0
FRB 251  1464.1  35   1379.1  -1.000    10.6    3.0
FRB 252   690.2  35    605.2  0.462    65.7    2.0
FRB 253   645.5  35    560.5  0.327    12.7    2.0
FRB 254   225.8  35    140.8  0.056    19.4    1.0
FRB 255   916.5  35    831.5  0.768    18.9    2.0
FRB 256   495.6  35    410.6  0.227    11.3    2.0
FRB 257   226.0  35    141.0  0.185   171.2    4.0
FRB 258   677.5  35    592.5  0.366    12.4    4.0
FRB 259  1402.0  35   1317.0  -1.000    10.1    2.0
FRB 260   266.1  35    181.1  0.026    29.6    4.0
FRB 261   971.3  35    886.3  0.856    11.1    3.0
FRB 262   441.1  35    356.1  0.312    89.8    1.0
FRB 263   319.6  35    234.6  0.316    10.7    5.0
FRB 264   608.0  35    523.0  0.867    15.8    1.0
FRB 265   925.3  35    840.3  0.140    12.5    4.0
FRB 266   127.3  35     42.3  0.003    10.9    2.0
FRB 267   421.7  35    336.7  0.352    16.7    3.0
FRB 268   785.7  35    700.7  0.348    18.6    1.0
FRB 269   783.5  35    698.5  1.077    10.7    2.0
FRB 270  1285.1  35   1200.1  -1.000    17.6    4.0
FRB 271   650.7  35    565.7  0.357    72.4    2.0
FRB 272   343.7  35    258.7  0.103    11.0    3.0
FRB 273   766.3  35    681.3  0.700    12.1    3.0
FRB 274   414.7  35    329.7  0.088    15.9    5.0
FRB 275   442.0  35    357.0  0.340    12.0    1.0
FRB 276   908.0  35    823.0  0.027    21.7    4.0
FRB 277   677.6  35    592.6  0.762    11.7    1.0
FRB 278   423.2  35    338.2  0.492    19.8    2.0
FRB 279   322.4  35    237.4  0.076   208.1    1.0
FRB 280   457.9  35    372.9  0.625    37.9    2.0
FRB 281   426.3  35    341.3  0.303    10.4    2.0
FRB 282   333.6  35    248.6  0.090   183.6    3.0
FRB 283   525.4  35    440.4  0.481    22.9    2.0
FRB 284   187.2  35    102.2  0.042    80.3    4.0
FRB 285   456.3  35    371.3  0.431    11.3    3.0
FRB 286   528.4  35    443.4  0.200    27.8    4.0
FRB 287   111.1  35     26.1  0.014    15.3    5.0
FRB 288   847.8  35    762.8  1.143    18.7    2.0
FRB 289   376.8  35    291.8  0.084    10.9    2.0
FRB 290  1054.1  35    969.1  1.344    11.4    2.0
FRB 291   332.2  35    247.2  0.306    10.8    2.0
FRB 292   482.2  35    397.2  0.345    36.1    3.0
FRB 293   756.8  35    671.8  1.133    10.7    3.0
FRB 294   210.5  35    125.5  0.014    41.9    2.0
FRB 295   951.9  35    866.9  0.546    13.3    2.0
FRB 296   412.9  35    327.9  0.172     9.8    1.0
FRB 297   537.3  35    452.3  0.224     9.8    2.0
FRB 298   871.4  35    786.4  0.927    15.1    1.0
FRB 299   658.4  35    573.4  0.625     9.6    3.0
FRB 300   629.1  35    544.1  0.555    16.5    2.0
FRB 301   386.1  35    301.1  0.475    21.9    4.0
FRB 302   195.1  35    110.1  0.120    14.2    4.0
FRB 303   719.4  35    634.4  0.602    11.4    2.0
FRB 304   458.0  35    373.0  0.425    13.1    2.0
FRB 305   553.3  35    468.3  0.143    28.0    2.0
FRB 306   422.8  35    337.8  0.499    19.5    3.0
FRB 307   425.0  35    340.0  0.148     9.8    1.0
FRB 308   434.4  35    349.4  0.535    51.8    1.0
FRB 309  1163.8  35   1078.8  -1.000     9.8    2.0
FRB 310   862.4  35    777.4  1.185    19.7    1.0
FRB 311   721.0  35    636.0  0.263    38.7    3.0
FRB 312   746.3  35    661.3  0.787    11.8    4.0
FRB 313   458.3  35    373.3  0.055    13.5    3.0
FRB 314   460.4  35    375.4  0.619     9.8    2.0
FRB 315   454.2  35    369.2  0.144    13.5    3.0
FRB 316   219.9  35    134.9  0.163   345.0    1.0
FRB 317   910.7  35    825.7  0.422    70.4    2.0
FRB 318   211.3  35    126.3  0.180    11.1    2.0
FRB 319   393.1  35    308.1  0.157    16.3    3.0
FRB 320   579.9  35    494.9  0.414    16.4    2.0
FRB 321   561.8  35    476.8  0.170    20.8    1.0
FRB 322   301.7  35    216.7  0.344    24.8    3.0
FRB 323   672.7  35    587.7  0.946    12.6    2.0
FRB 324   406.2  35    321.2  0.416    15.8    3.0
FRB 325   891.7  35    806.7  0.434     9.8    4.0
FRB 326   443.5  35    358.5  0.293    28.0    2.0
FRB 327   150.1  35     65.1  0.060    14.5    2.0
FRB 328   726.8  35    641.8  0.589    19.9    2.0
FRB 329   662.8  35    577.8  0.688    14.2    0.0
FRB 330  1418.0  35   1333.0  -1.000    10.5    3.0
FRB 331   122.7  35     37.7  0.008    15.3    2.0
FRB 332  1661.8  35   1576.8  -1.000    19.8    2.0
FRB 333   333.2  35    248.2  0.175    23.8    4.0
FRB 334   439.4  35    354.4  0.512    42.0    2.0
FRB 335   982.2  35    897.2  0.752    10.9    1.0
FRB 336   991.7  35    906.7  1.276    19.4    1.0
FRB 337   189.1  35    104.1  0.071    15.9    2.0
FRB 338   251.4  35    166.4  0.297    21.0    1.0
FRB 339   461.1  35    376.1  0.409    11.0    5.0
FRB 340   676.2  35    591.2  0.506    20.1    2.0
FRB 341  1306.7  35   1221.7  -1.000    10.1    3.0
FRB 342   289.3  35    204.3  0.119   872.7    0.0
FRB 343   511.7  35    426.7  0.269     9.9    2.0
FRB 344   266.9  35    181.9  0.192    11.9    3.0
FRB 345   474.7  35    389.7  0.307    10.0    3.0
FRB 346   814.2  35    729.2  0.607    15.9    2.0
FRB 347   729.8  35    644.8  0.502    18.7    3.0
FRB 348   402.7  35    317.7  0.048    47.9    2.0
FRB 349   745.5  35    660.5  0.989    14.8    1.0
FRB 350   612.6  35    527.6  0.748    21.2    2.0
FRB 351   580.2  35    495.2  0.648    15.7    1.0
FRB 352   554.5  35    469.5  0.214    35.1    4.0
FRB 353   513.5  35    428.5  0.414    11.6    3.0
FRB 354   627.0  35    542.0  0.815    17.5    2.0
FRB 355   756.7  35    671.7  0.636    18.8    2.0
FRB 356  1150.5  35   1065.5  -1.000    37.6    3.0
FRB 357   340.3  35    255.3  0.302    10.1    3.0
FRB 358   376.9  35    291.9  0.423    36.3    1.0
FRB 359   705.8  35    620.8  0.458    16.3    2.0
FRB 360   339.5  35    254.5  0.245    68.3    2.0
FRB 361   318.6  35    233.6  0.202    18.7    3.0
FRB 362   495.7  35    410.7  0.569    42.9    1.0
FRB 363   927.4  35    842.4  1.291    12.0    3.0
FRB 364   199.2  35    114.2  0.113    10.0    0.0
FRB 365   351.7  35    266.7  0.371    52.3    3.0
FRB 366   235.7  35    150.7  0.228    12.9    4.0
FRB 367   387.8  35    302.8  0.404    15.8    1.0
FRB 368  1007.2  35    922.2  0.115    12.8    3.0
FRB 369   426.9  35    341.9  0.565    10.5    4.0
FRB 370  1541.9  35   1456.9  -1.000    18.2    1.0
FRB 371   548.0  35    463.0  0.558    14.3    2.0
FRB 372  1140.6  35   1055.6  -1.000     9.9    3.0
FRB 373   418.8  35    333.8  0.068    32.0    4.0
FRB 374  1437.4  35   1352.4  -1.000    20.5    1.0
FRB 375   631.0  35    546.0  0.699    14.5    3.0
FRB 376  1268.3  35   1183.3  -1.000    14.2    4.0
FRB 377  1068.7  35    983.7  1.337    18.8    1.0
FRB 378  1178.0  35   1093.0  -1.000    17.0    0.0
FRB 379   514.8  35    429.8  0.318    14.3    0.0
FRB 380   532.6  35    447.6  0.544    12.4    3.0
FRB 381   395.8  35    310.8  0.400    13.6    2.0
FRB 382   306.7  35    221.7  0.138   102.2    3.0
FRB 383   408.3  35    323.3  0.084    54.9    2.0
FRB 384   553.8  35    468.8  0.520     9.6    2.0
FRB 385   703.4  35    618.4  0.679     9.7    3.0
FRB 386   487.4  35    402.4  0.274    11.0    2.0
FRB 387   733.7  35    648.7  0.300     9.9    1.0
FRB 388   239.7  35    154.7  0.086   101.4    4.0
FRB 389   530.8  35    445.8  0.397    51.9    3.0
FRB 390   318.9  35    233.9  0.221    21.6    1.0
FRB 391   184.3  35     99.3  0.068    11.8    2.0
FRB 392  1667.1  35   1582.1  -1.000    14.1    1.0
FRB 393   314.7  35    229.7  0.187    10.1    2.0
FRB 394  1347.4  35   1262.4  -1.000    11.7    1.0
FRB 395   652.8  35    567.8  0.849     9.7    2.0
FRB 396   258.3  35    173.3  0.346    21.0    2.0
FRB 397   770.2  35    685.2  0.541    13.4    1.0
FRB 398  1153.5  35   1068.5  -1.000    31.0    2.0
FRB 399   599.2  35    514.2  0.369    10.1    1.0
FRB 400   629.2  35    544.2  0.818    10.1    2.0
FRB 401   368.2  35    283.2  0.300    15.7    2.0
FRB 402   674.5  35    589.5  0.709    47.8    1.0
FRB 403   808.6  35    723.6  1.021    12.2    1.0
FRB 404   181.0  35     96.0  0.019    19.2    1.0
FRB 405   826.7  35    741.7  0.775     9.8    3.0
FRB 406   515.0  35    430.0  0.612    12.1    3.0
FRB 407   608.4  35    523.4  0.630     9.9    3.0
FRB 408   230.7  35    145.7  0.063    13.4    2.0
FRB 409   530.1  35    445.1  0.077    27.2    3.0
FRB 410   422.4  35    337.4  0.278    53.1    2.0
FRB 411   501.1  35    416.1  0.616    11.5    3.0
FRB 412   613.6  35    528.6  0.126    14.0    5.0
FRB 413   314.2  35    229.2  0.157    28.9    2.0
FRB 414   484.5  35    399.5  0.636    18.6    2.0
FRB 415   649.5  35    564.5  0.766    22.2    1.0
FRB 416   611.7  35    526.7  0.669    20.6    3.0
FRB 417   162.5  35     77.5  0.110    11.2    1.0
FRB 418   610.2  35    525.2  0.218    27.4    1.0
FRB 419   345.4  35    260.4  0.215    11.2    3.0
FRB 420   560.0  35    475.0  0.645    16.4    2.0
FRB 421   936.2  35    851.2  0.515    17.6    3.0
FRB 422   267.4  35    182.4  0.251    43.7    1.0
FRB 423   576.2  35    491.2  0.616    87.8    0.0
FRB 424   348.1  35    263.1  0.380    14.7    4.0
FRB 425   360.4  35    275.4  0.320    10.5    3.0
FRB 426   742.3  35    657.3  0.750    16.5    2.0
FRB 427   506.2  35    421.2  0.078    29.1    3.0
FRB 428   182.3  35     97.3  0.155    13.9    3.0
FRB 429  1323.3  35   1238.3  -1.000    15.2    2.0
FRB 430   631.2  35    546.2  0.671    26.5    1.0
FRB 431   248.9  35    163.9  0.041    11.9    2.0
FRB 432   275.9  35    190.9  0.162     9.6    3.0
FRB 433   282.2  35    197.2  0.056     9.8    0.0
FRB 434   768.8  35    683.8  1.029    27.1    2.0
FRB 435   518.3  35    433.3  0.259    16.2    1.0
FRB 436   328.5  35    243.5  0.367     9.7    1.0
FRB 437  1310.2  35   1225.2  -1.000     9.9    3.0
FRB 438  1140.1  35   1055.1  -1.000    12.6    4.0
FRB 439   570.8  35    485.8  0.459    10.1    2.0
FRB 440   178.1  35     93.1  0.106    14.9    4.0
FRB 441   354.6  35    269.6  0.381    12.9    1.0
FRB 442   836.8  35    751.8  0.766    32.7    1.0
FRB 443   546.1  35    461.1  0.297    22.2    5.0
FRB 444   386.8  35    301.8  0.554    33.4    2.0
FRB 445   410.8  35    325.8  0.142    23.3    1.0
FRB 446   692.3  35    607.3  0.779    17.0    3.0
FRB 447   354.0  35    269.0  0.035   365.0    3.0
FRB 448   648.8  35    563.8  0.836    11.1    2.0
FRB 449   425.2  35    340.2  0.481    10.1    3.0
FRB 450   806.7  35    721.7  0.861    20.0    0.0
FRB 451   702.3  35    617.3  0.888    26.9    1.0
FRB 452   454.1  35    369.1  0.466    22.8    2.0
FRB 453   828.6  35    743.6  0.931    23.9    2.0
FRB 454   395.0  35    310.0  0.315    11.3    2.0
FRB 455   419.6  35    334.6  0.246    62.0    2.0
FRB 456   549.7  35    464.7  0.758    11.5    4.0
FRB 457   247.5  35    162.5  0.247    10.5    2.0
FRB 458   662.6  35    577.6  0.289    22.3    5.0
FRB 459  1146.8  35   1061.8  -1.000    20.0    3.0
FRB 460   328.6  35    243.6  0.184   134.2    1.0
FRB 461   789.3  35    704.3  0.361    16.2    6.0
FRB 462   503.7  35    418.7  0.212    10.3    1.0
FRB 463   450.3  35    365.3  0.377    34.7    2.0
FRB 464   438.2  35    353.2  0.267    39.9    3.0
FRB 465   158.8  35     73.8  0.023    10.0    2.0
FRB 466   970.3  35    885.3  0.973    25.8    2.0
FRB 467   716.0  35    631.0  0.978    10.5    3.0
FRB 468  1137.6  35   1052.6  -1.000    12.1    1.0
FRB 469   560.2  35    475.2  0.575    10.5    5.0
FRB 470   251.3  35    166.3  0.192   397.4    0.0
FRB 471   558.3  35    473.3  0.605    13.9    3.0
FRB 472   778.0  35    693.0  1.276    13.0    2.0
FRB 473   812.8  35    727.8  0.562    16.4    3.0
FRB 474   372.5  35    287.5  0.092    50.2    2.0
FRB 475   165.7  35     80.7  0.099    26.8    2.0
FRB 476   152.3  35     67.3  0.023    14.3    2.0
FRB 477   874.2  35    789.2  0.651    15.8    0.0
